simulation_time_s,pressure_pa,pressure_kpa,density,phase,cycle,log_line
0.0010120000000000142,0.001084,1.084e-06,0.050101,high_pressure,0,100
0.0020329999999999454,0.0,0.0,0.050202,high_pressure,0,122
0.003053000000000081,0.00067,6.7e-07,0.050303,high_pressure,0,144
0.004073000000000216,0.003687,3.687e-06,0.050405,high_pressure,0,166
0.004750000000000306,0.000483,4.83e-07,0.050507,high_pressure,0,188
0.006118000000000488,0.0,0.0,0.050609,high_pressure,0,216
0.007195000000000631,0.001417,1.4170000000000002e-06,0.050711,high_pressure,0,238
0.008274000000000373,0.0,0.0,0.050814,high_pressure,0,260
0.009354999999999579,0.000971,9.709999999999999e-07,0.050917,high_pressure,0,282
0.010076999999999049,0.001464,1.464e-06,0.05102,high_pressure,0,297
0.011160999999998252,0.002709,2.7090000000000002e-06,0.051124,high_pressure,0,319
0.012241999999997458,0.00161,1.61e-06,0.051228,high_pressure,0,341
0.013320999999996665,0.000207,2.07e-07,0.051332,high_pressure,0,363
0.014040999999996136,0.001898,1.8979999999999999e-06,0.051436,high_pressure,0,378
0.01512499999999534,0.002012,2.012e-06,0.051541,high_pressure,0,400
0.016207999999995556,0.00168,1.68e-06,0.051646,high_pressure,0,422
0.017293999999996642,-0.0,-0.0,0.051751,high_pressure,0,444
0.018016999999997365,0.001029,1.029e-06,0.051857,high_pressure,0,459
0.019099999999998448,0.001032,1.032e-06,0.051963,high_pressure,0,481
0.020183999999999532,0.001823,1.823e-06,0.052069,high_pressure,0,503
0.021267000000000615,0.003692,3.692e-06,0.052175,high_pressure,0,525
0.0223520000000017,0.000264,2.6400000000000003e-07,0.052282,high_pressure,0,547
0.023075000000002423,0.001335,1.3350000000000001e-06,0.052389,high_pressure,0,562
0.02416200000000351,0.00157,1.57e-06,0.052496,high_pressure,0,584
0.025246000000004595,0.001416,1.4159999999999999e-06,0.052604,high_pressure,0,606
0.026328000000005677,0.0,0.0,0.052712,high_pressure,0,628
0.0270500000000064,0.00141,1.41e-06,0.05282,high_pressure,0,643
