particle_id,x,y,radius
1,0.945815055330,0.673142192394,0.054184944670
2,0.351182812705,0.685786462371,0.050373856458
3,0.542722547119,0.567008704517,0.046682342878
4,0.675027931618,0.878118977418,0.050891818205
5,0.610747943820,0.142977491291,0.048777279556
6,0.839126802395,0.220712508780,0.049242329110
7,0.857663513085,0.436064244160,0.051012533574
8,0.083887869400,0.614778144064,0.053565187268
9,0.746749925213,0.949618670413,0.050381329587
10,0.450048116639,0.086250243905,0.044216431486
11,0.354129431303,0.053120257160,0.053120257160
12,0.703084908027,0.130951702310,0.044339499596
13,0.155584160191,0.746991991729,0.053503708849
14,0.244851207207,0.058852855380,0.048005922970
15,0.579056313609,0.229638326390,0.043496550784
16,0.050358647571,0.516411713148,0.050358647571
17,0.576079105680,0.850150935251,0.051933672492
18,0.427648305661,0.757206274224,0.054257692982
19,0.415495065461,0.326101121769,0.048513525475
20,0.363126271549,0.488250011220,0.043775797536
21,0.146238143749,0.144358821857,0.046117238231
22,0.867600499902,0.730275419907,0.042674346917
23,0.372314549470,0.582653341736,0.051073626626
24,0.598425672173,0.698782726061,0.043597419508
25,0.861596772460,0.545287526492,0.043446879324
26,0.948380742792,0.778915281519,0.051619257208
27,0.478734572584,0.843084872286,0.045666980013
28,0.790646777088,0.135898783915,0.043362008544
29,0.762393246601,0.283037531806,0.049613359042
30,0.621315370439,0.613548719102,0.044656612859
31,0.906765247247,0.956966688057,0.043033311943
32,0.951032524487,0.471816585717,0.048967475513
33,0.412560541737,0.934119704324,0.049989268370
34,0.676360400507,0.225482449595,0.053896244838
35,0.686824840531,0.443121825249,0.047429586962
36,0.241638951478,0.830422611702,0.051941483199
37,0.148964524335,0.048444058870,0.048444058870
38,0.344932766279,0.151908606641,0.046095248890
39,0.595360562569,0.486669296936,0.049365463349
40,0.615008781589,0.386016600392,0.044323086176
41,0.155515313209,0.946525405454,0.053474594546
42,0.530327549503,0.760762315922,0.048483109761
43,0.935742609196,0.377477074341,0.046603047748
44,0.276359441166,0.517032526710,0.047640372000
45,0.677779606333,0.323580397370,0.044211968390
46,0.869673510646,0.833747555085,0.044304705472
47,0.180063395390,0.547368438991,0.053320986975
48,0.884752100666,0.131526676907,0.050844823721
49,0.756097710060,0.600086957887,0.047023515408
50,0.546608157262,0.321575932252,0.049651618498
51,0.508168656493,0.929607564718,0.045725260365
52,0.227410785112,0.256390283040,0.042873134418
53,0.777448503630,0.739007160902,0.047899522012
54,0.652578889482,0.777640419626,0.052063997894
55,0.431591363972,0.423650409059,0.050354842958
56,0.260007775309,0.948953915740,0.051046084260
57,0.129875341719,0.461034067139,0.046541240591
58,0.255120030868,0.718036708601,0.050158231962
59,0.956794711459,0.290171024967,0.043205288541
60,0.767888128643,0.385538259556,0.052004429942
61,0.313095125019,0.316595327210,0.053592725402
62,0.678584510950,0.539306400833,0.049107326247
63,0.477412630473,0.244339804315,0.054047177959
64,0.846311276264,0.638706768061,0.051108932157
65,0.179506486197,0.648520158256,0.047832265362
66,0.771198705629,0.839467797138,0.052755330867
67,0.222763316524,0.435741959493,0.049728518798
68,0.447653596164,0.651675760924,0.051103016044
69,0.274709871422,0.617085738113,0.052426436645
70,0.456731252572,0.540370760807,0.043340336392
71,0.052387463769,0.114438491256,0.052387463769
72,0.953475919168,0.200503052168,0.046524080832
73,0.602555085844,0.949305342783,0.050694657217
74,0.826096444570,0.049773557186,0.049773557186
75,0.144129066498,0.846769410227,0.046929116530
76,0.528848848833,0.416732851127,0.047148341448
77,0.694266573057,0.680050507863,0.054056941792
78,0.542707195445,0.053557427520,0.053557427520
79,0.774380552432,0.500462800905,0.054264366294
80,0.048617305811,0.849342811222,0.048617305811
81,0.330801551342,0.878054272073,0.049146321625
82,0.135426297949,0.258668702841,0.049139566203
83,0.515102126374,0.150415125212,0.047157285609
84,0.053188133329,0.717021958859,0.053188133329
85,0.051034602983,0.948965397017,0.051034602983
86,0.640632189664,0.044761786259,0.044761786259
87,0.329035206445,0.781597094389,0.047327027549
88,0.950851908194,0.569931986791,0.049148091806
89,0.730904500622,0.045513655769,0.045513655769
90,0.219424267643,0.342483485088,0.043589712518
91,0.852426792187,0.327241031929,0.050686136240
92,0.952181224470,0.878280661274,0.047818775530
93,0.045198989213,0.420993476562,0.045198989213
94,0.123834301994,0.360914081599,0.053760831500
95,0.245107607430,0.161001652501,0.054143195941
96,0.948867897638,0.051132102362,0.051132102362
97,0.051620782025,0.217076404929,0.044419419174
98,0.832733620942,0.912954808061,0.043092916780
99,0.376780887625,0.239090183646,0.046721399414
100,0.314523623908,0.414611055133,0.044433411569
