particle_id,x,y,radius
1,0.487959503315,0.482544950782,0.046899077750
2,0.621012513976,0.333193129009,0.050316744841
3,0.460036876317,0.665996553862,0.053805855241
4,0.403030106224,0.045445692617,0.045445692617
5,0.107950802734,0.757015222889,0.049023809431
6,0.574846298045,0.248043449780,0.046542882281
7,0.804004327476,0.050290391582,0.050290391582
8,0.951163011726,0.951163011726,0.048836988274
9,0.318263669482,0.393046861811,0.051560968533
10,0.210723452608,0.047051067016,0.047051067016
11,0.794122410630,0.303479002910,0.052314310148
12,0.680273244993,0.950319274525,0.049680725475
13,0.138333026955,0.389398101063,0.045870592374
14,0.622346503343,0.469545396375,0.044084485790
15,0.382933074533,0.724381067400,0.042908919591
16,0.460320590846,0.768307754768,0.046076368768
17,0.611965500201,0.102172203178,0.054312801963
18,0.824909388165,0.684682691462,0.051470416126
19,0.557514440798,0.750711092732,0.052697549770
20,0.735766817505,0.742139737311,0.054584805440
21,0.697197026730,0.264866303426,0.052019148559
22,0.379998104693,0.817915583188,0.045360811013
23,0.949811928777,0.436460717481,0.050188071223
24,0.098246136547,0.054068257709,0.054068257709
25,0.134218068028,0.529115741677,0.045414332531
26,0.306773575888,0.206316578900,0.047865413641
27,0.051013671426,0.577853697454,0.051013671426
28,0.165306929091,0.127838684010,0.045627407659
29,0.917588636683,0.072483968682,0.045410254549
30,0.045599770934,0.138697307813,0.045599770934
31,0.255073154926,0.286846759315,0.047832253444
32,0.225765653013,0.372926669933,0.043100032793
33,0.779016460849,0.558615273744,0.053713755579
34,0.889400822132,0.879686768788,0.045626874489
35,0.871005595694,0.598277684639,0.046461629459
36,0.808099049920,0.406454860951,0.051605725385
37,0.956793573682,0.214742012228,0.043206426318
38,0.307711261165,0.049980986646,0.049980986646
39,0.043968545549,0.265387841613,0.043968545549
40,0.200348563030,0.797452146543,0.051834957676
41,0.398446280512,0.224733074981,0.045638875571
42,0.951379000228,0.547475891116,0.048620999772
43,0.296448004649,0.495357782845,0.053049966818
44,0.699632212106,0.048486214407,0.048486214407
45,0.347499159293,0.300401509740,0.045582400344
46,0.288326297883,0.856374980930,0.054051690406
47,0.947668073097,0.660591658489,0.052331926903
48,0.047453898017,0.832168882506,0.047453898017
49,0.956769484542,0.343301580757,0.043230515458
50,0.485495341472,0.241641498203,0.043037129018
51,0.729300062833,0.858634909829,0.054288748878
52,0.350820901837,0.575302691731,0.043633022407
53,0.300323268714,0.757100864701,0.045944696840
54,0.720985794862,0.467178564204,0.054583197501
55,0.223091340596,0.694866534108,0.053241404129
56,0.823297096028,0.805700229712,0.053588600963
57,0.051897456171,0.472083201163,0.051897456171
58,0.155624556677,0.293247841646,0.051822137069
59,0.447507050719,0.123332841749,0.043115961356
60,0.731762236542,0.643872925841,0.043763569763
61,0.887398364182,0.159141955207,0.045715232700
62,0.048887808659,0.358113800046,0.048887808659
63,0.671824504999,0.566894829162,0.053797483075
64,0.359507297325,0.129734829512,0.045116357239
65,0.509933231265,0.051814826620,0.051814826620
66,0.050356403953,0.678794002592,0.048113588495
67,0.550464053168,0.406576301248,0.051478025605
68,0.203797737792,0.209702740732,0.044616647999
69,0.307112874553,0.954320626901,0.045679373099
70,0.715571105318,0.365220862313,0.047518182695
71,0.648488976032,0.678754276837,0.046520119590
72,0.394968725508,0.484155037172,0.046105637912
73,0.242518088777,0.588665481318,0.054721840351
74,0.954645271931,0.816276881746,0.045354728069
75,0.482396903833,0.333219765714,0.048593539408
76,0.647941652234,0.795952940975,0.048415779720
77,0.690140334660,0.166300018266,0.046799419904
78,0.900179423197,0.744899020681,0.044430168926
79,0.823579675821,0.949602643797,0.050397356203
80,0.559427438576,0.651377935202,0.046654026691
81,0.864502233262,0.494630039346,0.053066052933
82,0.403789918738,0.948847530963,0.051152469037
83,0.568335625220,0.858565623509,0.052863376827
84,0.318233825534,0.660762331599,0.047828814379
85,0.413971772433,0.395882560909,0.044189134129
86,0.211355420219,0.949816025054,0.050183974946
87,0.529547129677,0.162303943943,0.047709813409
88,0.053292230348,0.946707769652,0.053292230348
89,0.564399048410,0.549878222384,0.054967371678
90,0.255657220297,0.129106742942,0.044731781661
91,0.497602701143,0.956987227068,0.043012772932
92,0.111856504074,0.204094338158,0.047495482782
93,0.891680252920,0.278992455209,0.048269603132
94,0.442019055339,0.565730650878,0.048066089739
95,0.142273812393,0.626689943783,0.052491846712
96,0.789815222559,0.176449500770,0.053390875398
97,0.585648588215,0.954943161636,0.045056838364
98,0.135726518300,0.879825517180,0.052861655714
99,0.200138277918,0.461447048065,0.049055377785
100,0.464203583010,0.865828487866,0.051521638446
