frame,particle_id,x,y,radius,left,right,bottom,top
0,0,0.090000,0.100003,0.035000,0.000000,1.000000,0.000000,1.000000
0,1,0.182003,0.100001,0.035000,0.000000,1.000000,0.000000,1.000000
0,2,0.273999,0.099997,0.035000,0.000000,1.000000,0.000000,1.000000
0,3,0.365997,0.099998,0.035000,0.000000,1.000000,0.000000,1.000000
0,4,0.458002,0.100002,0.035000,0.000000,1.000000,0.000000,1.000000
0,5,0.550003,0.100003,0.035000,0.000000,1.000000,0.000000,1.000000
0,6,0.641997,0.099999,0.035000,0.000000,1.000000,0.000000,1.000000
0,7,0.733998,0.099997,0.035000,0.000000,1.000000,0.000000,1.000000
0,8,0.826003,0.100000,0.035000,0.000000,1.000000,0.000000,1.000000
0,9,0.918001,0.100003,0.035000,0.000000,1.000000,0.000000,1.000000
0,10,0.107997,0.195001,0.035000,0.000000,1.000000,0.000000,1.000000
0,11,0.200000,0.194997,0.035000,0.000000,1.000000,0.000000,1.000000
0,12,0.292003,0.194997,0.035000,0.000000,1.000000,0.000000,1.000000
0,13,0.383999,0.195002,0.035000,0.000000,1.000000,0.000000,1.000000
0,14,0.475997,0.195003,0.035000,0.000000,1.000000,0.000000,1.000000
0,15,0.568002,0.195000,0.035000,0.000000,1.000000,0.000000,1.000000
0,16,0.660003,0.194997,0.035000,0.000000,1.000000,0.000000,1.000000
0,17,0.751998,0.194999,0.035000,0.000000,1.000000,0.000000,1.000000
0,18,0.843998,0.195003,0.035000,0.000000,1.000000,0.000000,1.000000
0,19,0.936003,0.195002,0.035000,0.000000,1.000000,0.000000,1.000000
0,20,0.090001,0.289998,0.035000,0.000000,1.000000,0.000000,1.000000
0,21,0.181997,0.289997,0.035000,0.000000,1.000000,0.000000,1.000000
0,22,0.274000,0.290001,0.035000,0.000000,1.000000,0.000000,1.000000
0,23,0.366003,0.290003,0.035000,0.000000,1.000000,0.000000,1.000000
0,24,0.457999,0.290000,0.035000,0.000000,1.000000,0.000000,1.000000
0,25,0.549997,0.289997,0.035000,0.000000,1.000000,0.000000,1.000000
0,26,0.642002,0.289998,0.035000,0.000000,1.000000,0.000000,1.000000
0,27,0.734003,0.290003,0.035000,0.000000,1.000000,0.000000,1.000000
0,28,0.825998,0.290003,0.035000,0.000000,1.000000,0.000000,1.000000
0,29,0.917998,0.289998,0.035000,0.000000,1.000000,0.000000,1.000000
0,30,0.108003,0.384997,0.035000,0.000000,1.000000,0.000000,1.000000
0,31,0.200001,0.385000,0.035000,0.000000,1.000000,0.000000,1.000000
0,32,0.291997,0.385003,0.035000,0.000000,1.000000,0.000000,1.000000
0,33,0.384000,0.385001,0.035000,0.000000,1.000000,0.000000,1.000000
0,34,0.476003,0.384997,0.035000,0.000000,1.000000,0.000000,1.000000
0,35,0.567999,0.384998,0.035000,0.000000,1.000000,0.000000,1.000000
0,36,0.659997,0.385002,0.035000,0.000000,1.000000,0.000000,1.000000
0,37,0.752001,0.385003,0.035000,0.000000,1.000000,0.000000,1.000000
0,38,0.844003,0.384999,0.035000,0.000000,1.000000,0.000000,1.000000
0,39,0.935998,0.384997,0.035000,0.000000,1.000000,0.000000,1.000000
0,40,0.089998,0.479999,0.035000,0.000000,1.000000,0.000000,1.000000
0,41,0.182003,0.480003,0.035000,0.000000,1.000000,0.000000,1.000000
0,42,0.274001,0.480002,0.035000,0.000000,1.000000,0.000000,1.000000
0,43,0.365997,0.479998,0.035000,0.000000,1.000000,0.000000,1.000000
0,44,0.457999,0.479997,0.035000,0.000000,1.000000,0.000000,1.000000
0,45,0.550003,0.480001,0.035000,0.000000,1.000000,0.000000,1.000000
0,46,0.642000,0.480003,0.035000,0.000000,1.000000,0.000000,1.000000
0,47,0.733997,0.480000,0.035000,0.000000,1.000000,0.000000,1.000000
0,48,0.826001,0.479997,0.035000,0.000000,1.000000,0.000000,1.000000
0,49,0.918003,0.479999,0.035000,0.000000,1.000000,0.000000,1.000000
0,50,0.107998,0.575003,0.035000,0.000000,1.000000,0.000000,1.000000
0,51,0.199998,0.575002,0.035000,0.000000,1.000000,0.000000,1.000000
0,52,0.292003,0.574998,0.035000,0.000000,1.000000,0.000000,1.000000
0,53,0.384002,0.574997,0.035000,0.000000,1.000000,0.000000,1.000000
0,54,0.475997,0.575001,0.035000,0.000000,1.000000,0.000000,1.000000
0,55,0.567999,0.575003,0.035000,0.000000,1.000000,0.000000,1.000000
0,56,0.660003,0.575001,0.035000,0.000000,1.000000,0.000000,1.000000
0,57,0.752000,0.574997,0.035000,0.000000,1.000000,0.000000,1.000000
0,58,0.843997,0.574998,0.035000,0.000000,1.000000,0.000000,1.000000
0,59,0.936001,0.575002,0.035000,0.000000,1.000000,0.000000,1.000000
0,60,0.090003,0.670003,0.035000,0.000000,1.000000,0.000000,1.000000
0,61,0.181998,0.669999,0.035000,0.000000,1.000000,0.000000,1.000000
0,62,0.273998,0.669997,0.035000,0.000000,1.000000,0.000000,1.000000
0,63,0.366003,0.670000,0.035000,0.000000,1.000000,0.000000,1.000000
0,64,0.458002,0.670003,0.035000,0.000000,1.000000,0.000000,1.000000
0,65,0.549997,0.670002,0.035000,0.000000,1.000000,0.000000,1.000000
0,66,0.641999,0.669997,0.035000,0.000000,1.000000,0.000000,1.000000
0,67,0.734003,0.669997,0.035000,0.000000,1.000000,0.000000,1.000000
0,68,0.826000,0.670002,0.035000,0.000000,1.000000,0.000000,1.000000
0,69,0.917997,0.670003,0.035000,0.000000,1.000000,0.000000,1.000000
0,70,0.108001,0.765000,0.035000,0.000000,1.000000,0.000000,1.000000
0,71,0.200003,0.764997,0.035000,0.000000,1.000000,0.000000,1.000000
0,72,0.291998,0.764999,0.035000,0.000000,1.000000,0.000000,1.000000
0,73,0.383997,0.765003,0.035000,0.000000,1.000000,0.000000,1.000000
0,74,0.476003,0.765002,0.035000,0.000000,1.000000,0.000000,1.000000
0,75,0.568002,0.764998,0.035000,0.000000,1.000000,0.000000,1.000000
0,76,0.659997,0.764997,0.035000,0.000000,1.000000,0.000000,1.000000
0,77,0.751999,0.765001,0.035000,0.000000,1.000000,0.000000,1.000000
0,78,0.844003,0.765003,0.035000,0.000000,1.000000,0.000000,1.000000
0,79,0.936000,0.765001,0.035000,0.000000,1.000000,0.000000,1.000000
0,80,0.089997,0.859997,0.035000,0.000000,1.000000,0.000000,1.000000
0,81,0.182001,0.859998,0.035000,0.000000,1.000000,0.000000,1.000000
0,82,0.274003,0.860002,0.035000,0.000000,1.000000,0.000000,1.000000
0,83,0.365998,0.860003,0.035000,0.000000,1.000000,0.000000,1.000000
0,84,0.457997,0.859999,0.035000,0.000000,1.000000,0.000000,1.000000
0,85,0.550003,0.859997,0.035000,0.000000,1.000000,0.000000,1.000000
0,86,0.642002,0.860000,0.035000,0.000000,1.000000,0.000000,1.000000
0,87,0.733997,0.860003,0.035000,0.000000,1.000000,0.000000,1.000000
0,88,0.825999,0.860001,0.035000,0.000000,1.000000,0.000000,1.000000
0,89,0.918003,0.859997,0.035000,0.000000,1.000000,0.000000,1.000000
1,0,0.090090,0.100731,0.035000,0.000000,1.000000,0.000000,1.000000
1,1,0.182717,0.100033,0.035000,0.000000,1.000000,0.000000,1.000000
1,2,0.273711,0.099282,0.035000,0.000000,1.000000,0.000000,1.000000
1,3,0.365363,0.099680,0.035000,0.000000,1.000000,0.000000,1.000000
1,4,0.458466,0.100590,0.035000,0.000000,1.000000,0.000000,1.000000
1,5,0.550507,0.100555,0.035000,0.000000,1.000000,0.000000,1.000000
1,6,0.641393,0.099631,0.035000,0.000000,1.000000,0.000000,1.000000
1,7,0.733661,0.099298,0.035000,0.000000,1.000000,0.000000,1.000000
1,8,0.826701,0.100089,0.035000,0.000000,1.000000,0.000000,1.000000
1,9,0.918145,0.100738,0.035000,0.000000,1.000000,0.000000,1.000000
1,10,0.107259,0.195206,0.035000,0.000000,1.000000,0.000000,1.000000
1,11,0.200061,0.194344,0.035000,0.000000,1.000000,0.000000,1.000000
1,12,0.292724,0.194533,0.035000,0.000000,1.000000,0.000000,1.000000
1,13,0.383738,0.195469,0.035000,0.000000,1.000000,0.000000,1.000000
1,14,0.475349,0.195654,0.035000,0.000000,1.000000,0.000000,1.000000
1,15,0.568442,0.194792,0.035000,0.000000,1.000000,0.000000,1.000000
1,16,0.660528,0.194263,0.035000,0.000000,1.000000,0.000000,1.000000
1,17,0.751411,0.194914,0.035000,0.000000,1.000000,0.000000,1.000000
1,18,0.843635,0.195703,0.035000,0.000000,1.000000,0.000000,1.000000
1,19,0.936690,0.195366,0.035000,0.000000,1.000000,0.000000,1.000000
1,20,0.090173,0.289443,0.035000,0.000000,1.000000,0.000000,1.000000
1,21,0.181262,0.289411,0.035000,0.000000,1.000000,0.000000,1.000000
1,22,0.274032,0.290322,0.035000,0.000000,1.000000,0.000000,1.000000
1,23,0.366730,0.290717,0.035000,0.000000,1.000000,0.000000,1.000000
1,24,0.457766,0.289964,0.035000,0.000000,1.000000,0.000000,1.000000
1,25,0.549335,0.289269,0.035000,0.000000,1.000000,0.000000,1.000000
1,26,0.642419,0.289744,0.035000,0.000000,1.000000,0.000000,1.000000
1,27,0.734549,0.290629,0.035000,0.000000,1.000000,0.000000,1.000000
1,28,0.825429,0.290507,0.035000,0.000000,1.000000,0.000000,1.000000
1,29,0.917610,0.289573,0.035000,0.000000,1.000000,0.000000,1.000000
1,30,0.108679,0.384323,0.035000,0.000000,1.000000,0.000000,1.000000
1,31,0.200202,0.385157,0.035000,0.000000,1.000000,0.000000,1.000000
1,32,0.291265,0.385740,0.035000,0.000000,1.000000,0.000000,1.000000
1,33,0.384002,0.385138,0.035000,0.000000,1.000000,0.000000,1.000000
1,34,0.476734,0.384315,0.035000,0.000000,1.000000,0.000000,1.000000
1,35,0.567794,0.384589,0.035000,0.000000,1.000000,0.000000,1.000000
1,36,0.659323,0.385521,0.035000,0.000000,1.000000,0.000000,1.000000
1,37,0.752394,0.385619,0.035000,0.000000,1.000000,0.000000,1.000000
1,38,0.844568,0.384726,0.035000,0.000000,1.000000,0.000000,1.000000
1,39,0.935448,0.384272,0.035000,0.000000,1.000000,0.000000,1.000000
1,40,0.089585,0.479983,0.035000,0.000000,1.000000,0.000000,1.000000
1,41,0.182667,0.480722,0.035000,0.000000,1.000000,0.000000,1.000000
1,42,0.274230,0.480304,0.035000,0.000000,1.000000,0.000000,1.000000
1,43,0.365269,0.479400,0.035000,0.000000,1.000000,0.000000,1.000000
1,44,0.457973,0.479456,0.035000,0.000000,1.000000,0.000000,1.000000
1,45,0.550738,0.480383,0.035000,0.000000,1.000000,0.000000,1.000000
1,46,0.641822,0.480697,0.035000,0.000000,1.000000,0.000000,1.000000
1,47,0.733311,0.479895,0.035000,0.000000,1.000000,0.000000,1.000000
1,48,0.826369,0.479261,0.035000,0.000000,1.000000,0.000000,1.000000
1,49,0.918586,0.479811,0.035000,0.000000,1.000000,0.000000,1.000000
1,50,0.107468,0.575663,0.035000,0.000000,1.000000,0.000000,1.000000
1,51,0.199561,0.575454,0.035000,0.000000,1.000000,0.000000,1.000000
1,52,0.292653,0.574518,0.035000,0.000000,1.000000,0.000000,1.000000
1,53,0.384257,0.574354,0.035000,0.000000,1.000000,0.000000,1.000000
1,54,0.475275,0.575224,0.035000,0.000000,1.000000,0.000000,1.000000
1,55,0.567944,0.575736,0.035000,0.000000,1.000000,0.000000,1.000000
1,56,0.660740,0.575069,0.035000,0.000000,1.000000,0.000000,1.000000
1,57,0.751851,0.574292,0.035000,0.000000,1.000000,0.000000,1.000000
1,58,0.843301,0.574648,0.035000,0.000000,1.000000,0.000000,1.000000
1,59,0.936343,0.575568,0.035000,0.000000,1.000000,0.000000,1.000000
1,60,0.090604,0.670578,0.035000,0.000000,1.000000,0.000000,1.000000
1,61,0.181489,0.669663,0.035000,0.000000,1.000000,0.000000,1.000000
1,62,0.273538,0.669287,0.035000,0.000000,1.000000,0.000000,1.000000
1,63,0.366639,0.670053,0.035000,0.000000,1.000000,0.000000,1.000000
