frame,particle_id,x,y,radius,left,right,bottom,top
1,64,0.458285,0.670734,0.035000,0.000000,1.000000,0.000000,1.000000
1,65,0.549282,0.670240,0.035000,0.000000,1.000000,0.000000,1.000000
1,66,0.641914,0.669362,0.035000,0.000000,1.000000,0.000000,1.000000
1,67,0.734742,0.669506,0.035000,0.000000,1.000000,0.000000,1.000000
1,68,0.825880,0.670441,0.035000,0.000000,1.000000,0.000000,1.000000
1,69,0.917292,0.670670,0.035000,0.000000,1.000000,0.000000,1.000000
1,70,0.108317,0.764826,0.035000,0.000000,1.000000,0.000000,1.000000
1,71,0.200620,0.764261,0.035000,0.000000,1.000000,0.000000,1.000000
1,72,0.291511,0.764879,0.035000,0.000000,1.000000,0.000000,1.000000
1,73,0.383515,0.765691,0.035000,0.000000,1.000000,0.000000,1.000000
1,74,0.476624,0.765397,0.035000,0.000000,1.000000,0.000000,1.000000
1,75,0.568312,0.764467,0.035000,0.000000,1.000000,0.000000,1.000000
1,76,0.659290,0.764391,0.035000,0.000000,1.000000,0.000000,1.000000
1,77,0.751885,0.765290,0.035000,0.000000,1.000000,0.000000,1.000000
1,78,0.844742,0.765725,0.035000,0.000000,1.000000,0.000000,1.000000
1,79,0.935909,0.765000,0.035000,0.000000,1.000000,0.000000,1.000000
1,80,0.089283,0.859275,0.035000,0.000000,1.000000,0.000000,1.000000
1,81,0.182290,0.859711,0.035000,0.000000,1.000000,0.000000,1.000000
1,82,0.274636,0.860610,0.035000,0.000000,1.000000,0.000000,1.000000
1,83,0.365533,0.860532,0.035000,0.000000,1.000000,0.000000,1.000000
1,84,0.457493,0.859602,0.035000,0.000000,1.000000,0.000000,1.000000
1,85,0.550607,0.859309,0.035000,0.000000,1.000000,0.000000,1.000000
1,86,0.642338,0.860122,0.035000,0.000000,1.000000,0.000000,1.000000
1,87,0.733299,0.860740,0.035000,0.000000,1.000000,0.000000,1.000000
1,88,0.825856,0.860173,0.035000,0.000000,1.000000,0.000000,1.000000
1,89,0.918741,0.859329,0.035000,0.000000,1.000000,0.000000,1.000000
2,0,0.090633,0.102445,0.035000,0.000000,1.000000,0.000000,1.000000
2,1,0.184406,0.099709,0.035000,0.000000,1.000000,0.000000,1.000000
2,2,0.272699,0.097439,0.035000,0.000000,1.000000,0.000000,1.000000
2,3,0.363955,0.099270,0.035000,0.000000,1.000000,0.000000,1.000000
2,4,0.459868,0.102269,0.035000,0.000000,1.000000,0.000000,1.000000
2,5,0.551527,0.101636,0.035000,0.000000,1.000000,0.000000,1.000000
2,6,0.639708,0.098383,0.035000,0.000000,1.000000,0.000000,1.000000
2,7,0.733109,0.097719,0.035000,0.000000,1.000000,0.000000,1.000000
2,8,0.828539,0.100707,0.035000,0.000000,1.000000,0.000000,1.000000
2,9,0.918186,0.102563,0.035000,0.000000,1.000000,0.000000,1.000000
2,10,0.105409,0.195315,0.035000,0.000000,1.000000,0.000000,1.000000
2,11,0.200533,0.192563,0.035000,0.000000,1.000000,0.000000,1.000000
2,12,0.294443,0.193713,0.035000,0.000000,1.000000,0.000000,1.000000
2,13,0.382789,0.196924,0.035000,0.000000,1.000000,0.000000,1.000000
2,14,0.473893,0.197055,0.035000,0.000000,1.000000,0.000000,1.000000
2,15,0.569795,0.193896,0.035000,0.000000,1.000000,0.000000,1.000000
2,16,0.661609,0.192505,0.035000,0.000000,1.000000,0.000000,1.000000
2,17,0.749758,0.195109,0.035000,0.000000,1.000000,0.000000,1.000000
2,18,0.843014,0.197538,0.035000,0.000000,1.000000,0.000000,1.000000
2,19,0.938516,0.195904,0.035000,0.000000,1.000000,0.000000,1.000000
2,20,0.090288,0.287822,0.035000,0.000000,1.000000,0.000000,1.000000
2,21,0.179404,0.288227,0.035000,0.000000,1.000000,0.000000,1.000000
2,22,0.274432,0.291471,0.035000,0.000000,1.000000,0.000000,1.000000
2,23,0.368476,0.292359,0.035000,0.000000,1.000000,0.000000,1.000000
2,24,0.456881,0.289470,0.035000,0.000000,1.000000,0.000000,1.000000
2,25,0.547835,0.287429,0.035000,0.000000,1.000000,0.000000,1.000000
2,26,0.643720,0.289504,0.035000,0.000000,1.000000,0.000000,1.000000
2,27,0.735688,0.292373,0.035000,0.000000,1.000000,0.000000,1.000000
2,28,0.823812,0.291442,0.035000,0.000000,1.000000,0.000000,1.000000
2,29,0.916919,0.288202,0.035000,0.000000,1.000000,0.000000,1.000000
2,30,0.110488,0.382841,0.035000,0.000000,1.000000,0.000000,1.000000
2,31,0.200390,0.385936,0.035000,0.000000,1.000000,0.000000,1.000000
2,32,0.289404,0.387533,0.035000,0.000000,1.000000,0.000000,1.000000
2,33,0.384330,0.385074,0.035000,0.000000,1.000000,0.000000,1.000000
2,34,0.478505,0.382497,0.035000,0.000000,1.000000,0.000000,1.000000
2,35,0.566975,0.383927,0.035000,0.000000,1.000000,0.000000,1.000000
2,36,0.657780,0.387075,0.035000,0.000000,1.000000,0.000000,1.000000
2,37,0.753642,0.386900,0.035000,0.000000,1.000000,0.000000,1.000000
2,38,0.845765,0.383683,0.035000,0.000000,1.000000,0.000000,1.000000
2,39,0.933869,0.382574,0.035000,0.000000,1.000000,0.000000,1.000000
2,40,0.088827,0.480350,0.035000,0.000000,1.000000,0.000000,1.000000
2,41,0.184457,0.482565,0.035000,0.000000,1.000000,0.000000,1.000000
2,42,0.274491,0.480674,0.035000,0.000000,1.000000,0.000000,1.000000
2,43,0.363407,0.477703,0.035000,0.000000,1.000000,0.000000,1.000000
2,44,0.458228,0.478410,0.035000,0.000000,1.000000,0.000000,1.000000
2,45,0.552530,0.481662,0.035000,0.000000,1.000000,0.000000,1.000000
2,46,0.641070,0.482253,0.035000,0.000000,1.000000,0.000000,1.000000
2,47,0.731728,0.479236,0.035000,0.000000,1.000000,0.000000,1.000000
2,48,0.827561,0.477442,0.035000,0.000000,1.000000,0.000000,1.000000
2,49,0.919839,0.479743,0.035000,0.000000,1.000000,0.000000,1.000000
2,50,0.105929,0.577455,0.035000,0.000000,1.000000,0.000000,1.000000
2,51,0.198736,0.576236,0.035000,0.000000,1.000000,0.000000,1.000000
2,52,0.294422,0.573038,0.035000,0.000000,1.000000,0.000000,1.000000
2,53,0.384592,0.572981,0.035000,0.000000,1.000000,0.000000,1.000000
2,54,0.473414,0.576157,0.035000,0.000000,1.000000,0.000000,1.000000
2,55,0.568126,0.577480,0.035000,0.000000,1.000000,0.000000,1.000000
2,56,0.662551,0.574832,0.035000,0.000000,1.000000,0.000000,1.000000
2,57,0.751166,0.572453,0.035000,0.000000,1.000000,0.000000,1.000000
2,58,0.841680,0.574152,0.035000,0.000000,1.000000,0.000000,1.000000
2,59,0.937477,0.577209,0.035000,0.000000,1.000000,0.000000,1.000000
2,60,0.091910,0.671729,0.035000,0.000000,1.000000,0.000000,1.000000
2,61,0.179993,0.668481,0.035000,0.000000,1.000000,0.000000,1.000000
2,62,0.272647,0.667665,0.035000,0.000000,1.000000,0.000000,1.000000
2,63,0.368383,0.670587,0.035000,0.000000,1.000000,0.000000,1.000000
2,64,0.458691,0.672570,0.035000,0.000000,1.000000,0.000000,1.000000
2,65,0.547425,0.670438,0.035000,0.000000,1.000000,0.000000,1.000000
2,66,0.642023,0.667605,0.035000,0.000000,1.000000,0.000000,1.000000
2,67,0.736568,0.668607,0.035000,0.000000,1.000000,0.000000,1.000000
2,68,0.825264,0.671839,0.035000,0.000000,1.000000,0.000000,1.000000
2,69,0.915636,0.672127,0.035000,0.000000,1.000000,0.000000,1.000000
2,70,0.109392,0.764009,0.035000,0.000000,1.000000,0.000000,1.000000
2,71,0.201978,0.762478,0.035000,0.000000,1.000000,0.000000,1.000000
2,72,0.290059,0.764985,0.035000,0.000000,1.000000,0.000000,1.000000
2,73,0.382561,0.767516,0.035000,0.000000,1.000000,0.000000,1.000000
2,74,0.478340,0.766019,0.035000,0.000000,1.000000,0.000000,1.000000
2,75,0.568790,0.762890,0.035000,0.000000,1.000000,0.000000,1.000000
2,76,0.657441,0.763140,0.035000,0.000000,1.000000,0.000000,1.000000
2,77,0.751920,0.766367,0.035000,0.000000,1.000000,0.000000,1.000000
2,78,0.846581,0.767406,0.035000,0.000000,1.000000,0.000000,1.000000
2,79,0.935363,0.764592,0.035000,0.000000,1.000000,0.000000,1.000000
2,80,0.087595,0.857432,0.035000,0.000000,1.000000,0.000000,1.000000
2,81,0.183304,0.859383,0.035000,0.000000,1.000000,0.000000,1.000000
2,82,0.276043,0.862322,0.035000,0.000000,1.000000,0.000000,1.000000
2,83,0.364129,0.861543,0.035000,0.000000,1.000000,0.000000,1.000000
2,84,0.456476,0.858293,0.035000,0.000000,1.000000,0.000000,1.000000
2,85,0.552294,0.857776,0.035000,0.000000,1.000000,0.000000,1.000000
2,86,0.642887,0.860820,0.035000,0.000000,1.000000,0.000000,1.000000
2,87,0.731460,0.862551,0.035000,0.000000,1.000000,0.000000,1.000000
2,88,0.825818,0.860198,0.035000,0.000000,1.000000,0.000000,1.000000
2,89,0.920590,0.857528,0.035000,0.000000,1.000000,0.000000,1.000000
3,0,0.091939,0.104626,0.035000,0.000000,1.000000,0.000000,1.000000
3,1,0.186638,0.098589,0.035000,0.000000,1.000000,0.000000,1.000000
3,2,0.270774,0.094811,0.035000,0.000000,1.000000,0.000000,1.000000
3,3,0.362257,0.099341,0.035000,0.000000,1.000000,0.000000,1.000000
3,4,0.462265,0.104926,0.035000,0.000000,1.000000,0.000000,1.000000
3,5,0.552559,0.102624,0.035000,0.000000,1.000000,0.000000,1.000000
3,6,0.637025,0.096121,0.035000,0.000000,1.000000,0.000000,1.000000
3,7,0.732822,0.095829,0.035000,0.000000,1.000000,0.000000,1.000000
3,8,0.831302,0.102215,0.035000,0.000000,1.000000,0.000000,1.000000
3,9,0.917707,0.105055,0.035000,0.000000,1.000000,0.000000,1.000000
3,10,0.102779,0.194801,0.035000,0.000000,1.000000,0.000000,1.000000
3,11,0.201742,0.189866,0.035000,0.000000,1.000000,0.000000,1.000000
3,12,0.296737,0.193151,0.035000,0.000000,1.000000,0.000000,1.000000
3,13,0.380943,0.199397,0.035000,0.000000,1.000000,0.000000,1.000000
3,14,0.472111,0.198603,0.035000,0.000000,1.000000,0.000000,1.000000
3,15,0.572136,0.192041,0.035000,0.000000,1.000000,0.000000,1.000000
3,16,0.662741,0.190216,0.035000,0.000000,1.000000,0.000000,1.000000
3,17,0.747103,0.196051,0.035000,0.000000,1.000000,0.000000,1.000000
3,18,0.842617,0.200203,0.035000,0.000000,1.000000,0.000000,1.000000
3,19,0.941280,0.196024,0.035000,0.000000,1.000000,0.000000,1.000000
3,20,0.089917,0.285206,0.035000,0.000000,1.000000,0.000000,1.000000
3,21,0.176743,0.287063,0.035000,0.000000,1.000000,0.000000,1.000000
3,22,0.275542,0.293623,0.035000,0.000000,1.000000,0.000000,1.000000
3,23,0.370829,0.294382,0.035000,0.000000,1.000000,0.000000,1.000000
3,24,0.455118,0.288125,0.035000,0.000000,1.000000,0.000000,1.000000
3,25,0.545970,0.284870,0.035000,0.000000,1.000000,0.000000,1.000000
3,26,0.646000,0.289829,0.035000,0.000000,1.000000,0.000000,1.000000
3,27,0.736920,0.295061,0.035000,0.000000,1.000000,0.000000,1.000000
3,28,0.821190,0.292190,0.035000,0.000000,1.000000,0.000000,1.000000
3,29,0.916415,0.285812,0.035000,0.000000,1.000000,0.000000,1.000000
3,30,0.113250,0.381139,0.035000,0.000000,1.000000,0.000000,1.000000
3,31,0.200128,0.387648,0.035000,0.000000,1.000000,0.000000,1.000000
3,32,0.286714,0.389917,0.035000,0.000000,1.000000,0.000000,1.000000
3,33,0.385339,0.384314,0.035000,0.000000,1.000000,0.000000,1.000000
3,34,0.480914,0.379809,0.035000,0.000000,1.000000,0.000000,1.000000
3,35,0.565297,0.383616,0.035000,0.000000,1.000000,0.000000,1.000000
3,36,0.655836,0.389638,0.035000,0.000000,1.000000,0.000000,1.000000
3,37,0.755858,0.388235,0.035000,0.000000,1.000000,0.000000,1.000000
3,38,0.847093,0.381652,0.035000,0.000000,1.000000,0.000000,1.000000
3,39,0.931283,0.380430,0.035000,0.000000,1.000000,0.000000,1.000000
3,40,0.088216,0.481525,0.035000,0.000000,1.000000,0.000000,1.000000
3,41,0.187212,0.485179,0.035000,0.000000,1.000000,0.000000,1.000000
3,42,0.274338,0.480541,0.035000,0.000000,1.000000,0.000000,1.000000
3,43,0.360694,0.475037,0.035000,0.000000,1.000000,0.000000,1.000000
3,44,0.459134,0.477480,0.035000,0.000000,1.000000,0.000000,1.000000
3,45,0.554991,0.483958,0.035000,0.000000,1.000000,0.000000,1.000000
3,46,0.639481,0.484099,0.035000,0.000000,1.000000,0.000000,1.000000
3,47,0.729708,0.477677,0.035000,0.000000,1.000000,0.000000,1.000000
3,48,0.829710,0.474975,0.035000,0.000000,1.000000,0.000000,1.000000
3,49,0.921262,0.480318,0.035000,0.000000,1.000000,0.000000,1.000000
3,50,0.103384,0.580152,0.035000,0.000000,1.000000,0.000000,1.000000
3,51,0.198019,0.576737,0.035000,0.000000,1.000000,0.000000,1.000000
3,52,0.297165,0.570541,0.035000,0.000000,1.000000,0.000000,1.000000
3,53,0.384548,0.571484,0.035000,0.000000,1.000000,0.000000,1.000000
3,54,0.470683,0.578057,0.035000,0.000000,1.000000,0.000000,1.000000
3,55,0.568928,0.579735,0.035000,0.000000,1.000000,0.000000,1.000000
3,56,0.665060,0.573832,0.035000,0.000000,1.000000,0.000000,1.000000
3,57,0.749668,0.569799,0.035000,0.000000,1.000000,0.000000,1.000000
3,58,0.839587,0.574093,0.035000,0.000000,1.000000,0.000000,1.000000
3,59,0.939557,0.579839,0.035000,0.000000,1.000000,0.000000,1.000000
3,60,0.093426,0.672837,0.035000,0.000000,1.000000,0.000000,1.000000
3,61,0.177493,0.666292,0.035000,0.000000,1.000000,0.000000,1.000000
3,62,0.271825,0.665684,0.035000,0.000000,1.000000,0.000000,1.000000
3,63,0.371111,0.671986,0.035000,0.000000,1.000000,0.000000,1.000000
3,64,0.458757,0.675108,0.035000,0.000000,1.000000,0.000000,1.000000
3,65,0.544679,0.670052,0.035000,0.000000,1.000000,0.000000,1.000000
3,66,0.642720,0.664912,0.035000,0.000000,1.000000,0.000000,1.000000
3,67,0.739121,0.667918,0.035000,0.000000,1.000000,0.000000,1.000000
3,68,0.823859,0.674257,0.035000,0.000000,1.000000,0.000000,1.000000
3,69,0.913473,0.673780,0.035000,0.000000,1.000000,0.000000,1.000000
3,70,0.111397,0.762250,0.035000,0.000000,1.000000,0.000000,1.000000
3,71,0.203584,0.760123,0.035000,0.000000,1.000000,0.000000,1.000000
3,72,0.287608,0.765804,0.035000,0.000000,1.000000,0.000000,1.000000
3,73,0.381635,0.770197,0.035000,0.000000,1.000000,0.000000,1.000000
3,74,0.481048,0.766269,0.035000,0.000000,1.000000,0.000000,1.000000
3,75,0.568964,0.760309,0.035000,0.000000,1.000000,0.000000,1.000000
3,76,0.654684,0.761860,0.035000,0.000000,1.000000,0.000000,1.000000
3,77,0.752511,0.768439,0.035000,0.000000,1.000000,0.000000,1.000000
3,78,0.849174,0.769512,0.035000,0.000000,1.000000,0.000000,1.000000
3,79,0.934053,0.763361,0.035000,0.000000,1.000000,0.000000,1.000000
3,80,0.085366,0.854834,0.035000,0.000000,1.000000,0.000000,1.000000
3,81,0.185233,0.859578,0.035000,0.000000,1.000000,0.000000,1.000000
3,82,0.277737,0.864997,0.035000,0.000000,1.000000,0.000000,1.000000
3,83,0.361730,0.862415,0.035000,0.000000,1.000000,0.000000,1.000000
3,84,0.455448,0.855966,0.035000,0.000000,1.000000,0.000000,1.000000
3,85,0.554978,0.855976,0.035000,0.000000,1.000000,0.000000,1.000000
3,86,0.643170,0.862429,0.035000,0.000000,1.000000,0.000000,1.000000
