frame,particle_id,x,y,radius
1,35,0.562735,0.399970,0.023219
1,36,0.652521,0.399530,0.023219
1,37,0.742747,0.399778,0.023219
1,38,0.833205,0.400351,0.023219
1,39,0.923475,0.400410,0.023219
1,40,0.095308,0.499868,0.023219
1,41,0.184858,0.499520,0.023219
1,42,0.274538,0.499875,0.023219
1,43,0.364643,0.500414,0.023219
1,44,0.455076,0.500346,0.023219
1,45,0.545439,0.499772,0.023219
1,46,0.635399,0.499532,0.023219
1,47,0.724991,0.499978,0.023219
1,48,0.814592,0.500456,0.023219
1,49,0.904568,0.500266,0.023219
1,50,0.112941,0.599686,0.023219
1,51,0.203368,0.599566,0.023219
1,52,0.293457,0.600082,0.023219
1,53,0.383126,0.600478,0.023219
1,54,0.472679,0.600174,0.023219
1,55,0.562527,0.599615,0.023219
1,56,0.652810,0.599620,0.023219
1,57,0.743268,0.600182,0.023219
1,58,0.833479,0.600477,0.023219
1,59,0.923250,0.600074,0.023219
1,60,0.094791,0.699562,0.023219
1,61,0.184524,0.699692,0.023219
1,62,0.274695,0.700273,0.023219
1,63,0.365146,0.700454,0.023219
1,64,0.455463,0.699970,0.023219
1,65,0.545354,0.699530,0.023219
1,66,0.634920,0.699779,0.023219
1,67,0.724559,0.700352,0.023219
1,68,0.814604,0.700409,0.023219
1,69,0.905013,0.699867,0.023219
1,70,0.113410,0.799520,0.023219
1,71,0.203430,0.799876,0.023219
1,72,0.293055,0.800414,0.023219
1,73,0.382629,0.800346,0.023219
1,74,0.472544,0.799771,0.023219
1,75,0.562879,0.799532,0.023219
1,76,0.653325,0.799978,0.023219
1,77,0.743472,0.800457,0.023219
1,78,0.833186,0.800266,0.023219
1,79,0.922728,0.799686,0.023219
1,80,0.094521,0.899566,0.023219
1,81,0.184754,0.900082,0.023219
1,82,0.275213,0.900478,0.023219
1,83,0.365476,0.900174,0.023219
1,84,0.455302,0.899615,0.023219
1,85,0.544850,0.899620,0.023219
1,86,0.634536,0.900182,0.023219
1,87,0.724649,0.900477,0.023219
1,88,0.815085,0.900073,0.023219
1,89,0.905443,0.899562,0.023219
2,0,0.095473,0.101638,0.023438
2,1,0.186604,0.100064,0.023438
2,2,0.276260,0.098397,0.023438
2,3,0.364758,0.099078,0.023438
2,4,0.453478,0.101110,0.023438
2,5,0.543598,0.101516,0.023438
2,6,0.635007,0.099701,0.023438
2,7,0.726409,0.098324,0.023438
2,8,0.816516,0.099402,0.023438
2,9,0.905229,0.101356,0.023438
2,10,0.111731,0.201323,0.023438
2,11,0.201400,0.199352,0.023438
2,12,0.292539,0.198330,0.023438
2,13,0.384102,0.199755,0.023438
2,14,0.474652,0.201539,0.023438
2,15,0.563683,0.201068,0.023438
2,16,0.652086,0.199033,0.023438
2,17,0.741329,0.198414,0.023438
2,18,0.832109,0.200119,0.023438
2,19,0.923708,0.201649,0.023438
2,20,0.096656,0.300764,0.023438
2,21,0.186081,0.298759,0.023438
2,22,0.274513,0.298572,0.023438
2,23,0.363392,0.300477,0.023438
2,24,0.453750,0.301683,0.023438
2,25,0.545257,0.300423,0.023438
2,26,0.636528,0.298544,0.023438
2,27,0.726394,0.298798,0.023438
2,28,0.814979,0.300813,0.023438
2,29,0.903583,0.301637,0.023438
2,30,0.111490,0.400063,0.023438
2,31,0.202785,0.398396,0.023438
2,32,0.294278,0.399079,0.023438
2,33,0.384596,0.401111,0.023438
2,34,0.473446,0.401515,0.023438
2,35,0.561886,0.399699,0.023438
2,36,0.651350,0.398324,0.023438
2,37,0.742331,0.399404,0.023438
2,38,0.833927,0.401357,0.023438
2,39,0.924670,0.401322,0.023438
2,40,0.095878,0.499350,0.023438
2,41,0.184279,0.498330,0.023438
2,42,0.273342,0.499756,0.023438
2,43,0.363930,0.501539,0.023438
2,44,0.455501,0.501067,0.023438
2,45,0.546612,0.499031,0.023438
2,46,0.636240,0.498415,0.023438
2,47,0.724729,0.500120,0.023438
2,48,0.813466,0.501650,0.023438
2,49,0.903614,0.500762,0.023438
2,50,0.113036,0.598758,0.023438
2,51,0.204425,0.598573,0.023438
2,52,0.294504,0.600479,0.023438
2,53,0.383200,0.601683,0.023438
2,54,0.471712,0.600422,0.023438
2,55,0.561409,0.598543,0.023438
2,56,0.652568,0.598799,0.023438
2,57,0.744124,0.600815,0.023438
2,58,0.834647,0.601637,0.023438
2,59,0.923655,0.600061,0.023438
2,60,0.094061,0.698396,0.023438
2,61,0.183330,0.699080,0.023438
2,62,0.274134,0.701112,0.023438
2,63,0.365735,0.701515,0.023438
2,64,0.456659,0.699698,0.023438
2,65,0.546059,0.698324,0.023438
2,66,0.634485,0.699405,0.023438
2,67,0.723384,0.701358,0.023438
2,68,0.813770,0.701321,0.023438
2,69,0.905286,0.699349,0.023438
2,70,0.114540,0.798330,0.023438
2,71,0.204378,0.799758,0.023438
2,72,0.292949,0.801540,0.023438
2,73,0.381567,0.801066,0.023438
2,74,0.471503,0.799030,0.023438
2,75,0.562815,0.798415,0.023438
2,76,0.654297,0.800122,0.023438
2,77,0.744587,0.801650,0.023438
2,78,0.833418,0.800761,0.023438
2,79,0.921865,0.798757,0.023438
2,80,0.093355,0.898574,0.023438
2,81,0.184358,0.900480,0.023438
2,82,0.275951,0.901683,0.023438
2,83,0.366670,0.900420,0.023438
2,84,0.455853,0.898542,0.023438
2,85,0.544252,0.898800,0.023438
2,86,0.633339,0.900816,0.023438
2,87,0.723953,0.901637,0.023438
2,88,0.815529,0.900060,0.023438
2,89,0.906619,0.898395,0.023438
3,0,0.096431,0.103244,0.023657
3,1,0.188368,0.099718,0.023657
3,2,0.277208,0.096605,0.023657
3,3,0.364018,0.098466,0.023657
3,4,0.451731,0.102574,0.023657
3,5,0.542449,0.102911,0.023657
3,6,0.635513,0.098984,0.023657
3,7,0.728105,0.096545,0.023657
3,8,0.817842,0.099168,0.023657
3,9,0.904967,0.103010,0.023657
3,10,0.110122,0.202442,0.023657
3,11,0.199923,0.198297,0.023657
3,12,0.292553,0.196647,0.023657
3,13,0.385594,0.199909,0.023657
3,14,0.476250,0.203305,0.023657
3,15,0.563918,0.201859,0.023657
3,16,0.650742,0.197690,0.023657
3,17,0.739642,0.196905,0.023657
3,18,0.831630,0.200655,0.023657
3,19,0.924877,0.203445,0.023657
3,20,0.098399,0.301188,0.023657
3,21,0.186796,0.297191,0.023657
3,22,0.273542,0.297309,0.023657
3,23,0.361628,0.301369,0.023657
3,24,0.452815,0.303424,0.023657
3,25,0.546010,0.300462,0.023657
3,26,0.638277,0.296823,0.023657
3,27,0.727531,0.297838,0.023657
3,28,0.814458,0.302020,0.023657
3,29,0.901883,0.303243,0.023657
3,30,0.110174,0.399715,0.023657
3,31,0.203063,0.396605,0.023657
3,32,0.295894,0.398469,0.023657
3,33,0.386064,0.402576,0.023657
3,34,0.473417,0.402909,0.023657
3,35,0.560387,0.398981,0.023657
3,36,0.649759,0.396545,0.023657
3,37,0.742111,0.399171,0.023657
3,38,0.835281,0.403011,0.023657
3,39,0.926353,0.402440,0.023657
3,40,0.096343,0.498294,0.023657
3,41,0.183098,0.496647,0.023657
3,42,0.271602,0.499912,0.023657
3,43,0.363230,0.503306,0.023657
3,44,0.456485,0.501856,0.023657
3,45,0.548375,0.497687,0.023657
3,46,0.637162,0.496907,0.023657
3,47,0.723961,0.500658,0.023657
3,48,0.811715,0.503445,0.023657
3,49,0.902490,0.501186,0.023657
3,50,0.113572,0.597189,0.023657
3,51,0.206129,0.597311,0.023657
3,52,0.295809,0.601372,0.023657
3,53,0.382907,0.603424,0.023657
3,54,0.470090,0.600459,0.023657
3,55,0.559949,0.596822,0.023657
3,56,0.652613,0.597841,0.023657
3,57,0.745633,0.602022,0.023657
3,58,0.836232,0.603241,0.023657
3,59,0.923860,0.599712,0.023657
3,60,0.092697,0.696604,0.023657
3,61,0.181652,0.698472,0.023657
3,62,0.273685,0.702578,0.023657
3,63,0.366927,0.702908,0.023657
3,64,0.458397,0.698978,0.023657
3,65,0.546744,0.696545,0.023657
3,66,0.633488,0.699174,0.023657
3,67,0.721621,0.703013,0.023657
3,68,0.812861,0.702438,0.023657
3,69,0.906068,0.698291,0.023657
3,70,0.116292,0.796648,0.023657
3,71,0.205490,0.799915,0.023657
3,72,0.292398,0.803307,0.023657
3,73,0.379860,0.801854,0.023657
3,74,0.470208,0.797685,0.023657
3,75,0.563124,0.796908,0.023657
3,76,0.655925,0.800661,0.023657
3,77,0.746037,0.803445,0.023657
3,78,0.833357,0.801183,0.023657
3,79,0.920348,0.797187,0.023657
3,80,0.091778,0.897313,0.023657
3,81,0.184169,0.901375,0.023657
3,82,0.277325,0.903423,0.023657
3,83,0.368343,0.900456,0.023657
3,84,0.456287,0.896821,0.023657
3,85,0.543048,0.897843,0.023657
3,86,0.631604,0.902025,0.023657
3,87,0.723282,0.903240,0.023657
3,88,0.816539,0.899709,0.023657
3,89,0.908382,0.896604,0.023657
4,0,0.098019,0.105019,0.023876
4,1,0.190477,0.098860,0.023876
4,2,0.277899,0.094371,0.023876
4,3,0.362656,0.098129,0.023876
4,4,0.449568,0.104628,0.023876
4,5,0.541474,0.104347,0.023876
4,6,0.636622,0.097698,0.023876
4,7,0.730279,0.094421,0.023876
4,8,0.819082,0.099317,0.023876
4,9,0.904133,0.105214,0.023876
4,10,0.107981,0.203472,0.023876
4,11,0.198443,0.196644,0.023876
4,12,0.293096,0.194732,0.023876
4,13,0.387660,0.200538,0.023876
4,14,0.477940,0.205556,0.023876
4,15,0.563678,0.202434,0.023876
4,16,0.648793,0.195747,0.023876
4,17,0.737776,0.195290,0.023876
4,18,0.831562,0.201734,0.023876
4,19,0.926670,0.205637,0.023876
4,20,0.100404,0.301282,0.023876
4,21,0.187170,0.295049,0.023876
4,22,0.271941,0.296069,0.023876
4,23,0.359524,0.302848,0.023876
4,24,0.452142,0.305455,0.023876
4,25,0.547388,0.300070,0.023876
4,26,0.640438,0.294583,0.023876
4,27,0.728489,0.297032,0.023876
4,28,0.813332,0.303829,0.023876
4,29,0.899709,0.305017,0.023876
4,30,0.108950,0.398855,0.023876
4,31,0.203915,0.394370,0.023876
4,32,0.298039,0.398133,0.023876
4,33,0.387530,0.404631,0.023876
4,34,0.472856,0.404344,0.023876
4,35,0.558315,0.397693,0.023876
4,36,0.648081,0.394422,0.023876
4,37,0.742370,0.399322,0.023876
4,38,0.837238,0.405216,0.023876
4,39,0.928210,0.403468,0.023876
4,40,0.096392,0.496640,0.023876
4,41,0.181294,0.494734,0.023876
4,42,0.269604,0.500543,0.023876
4,43,0.362875,0.505557,0.023876
4,44,0.458100,0.502430,0.023876
4,45,0.550475,0.495743,0.023876
4,46,0.637816,0.495293,0.023876
4,47,0.722569,0.501739,0.023876
4,48,0.809556,0.505637,0.023876
4,49,0.901549,0.501277,0.023876
4,50,0.114714,0.595046,0.023876
4,51,0.208304,0.596073,0.023876
4,52,0.297017,0.602853,0.023876
4,53,0.382037,0.605454,0.023876
4,54,0.467943,0.600065,0.023876
4,55,0.558498,0.594581,0.023876
4,56,0.653192,0.597036,0.023876
4,57,0.747710,0.603833,0.023876
4,58,0.837897,0.605015,0.023876
4,59,0.923582,0.598850,0.023876
4,60,0.090732,0.694370,0.023876
4,61,0.179806,0.698138,0.023876
4,62,0.273655,0.704634,0.023876
4,63,0.368741,0.704341,0.023876
4,64,0.460388,0.697689,0.023876
4,65,0.547081,0.694422,0.023876
4,66,0.631861,0.699327,0.023876
4,67,0.719527,0.705218,0.023876
4,68,0.812225,0.703464,0.023876
4,69,0.907475,0.696636,0.023876
4,70,0.118449,0.794736,0.023876
4,71,0.206413,0.800548,0.023876
4,72,0.291240,0.805557,0.023876
4,73,0.377685,0.802425,0.023876
4,74,0.469016,0.795740,0.023876
4,75,0.564011,0.795296,0.023876
4,76,0.658076,0.801743,0.023876
4,77,0.747474,0.805637,0.023876
4,78,0.832759,0.801272,0.023876
4,79,0.918265,0.795044,0.023876
4,80,0.090125,0.896076,0.023876
4,81,0.184466,0.902857,0.023876
4,82,0.279299,0.905452,0.023876
4,83,0.370179,0.900060,0.023876
4,84,0.456298,0.894580,0.023876
4,85,0.541223,0.897040,0.023876
4,86,0.629621,0.903837,0.023876
4,87,0.722964,0.905012,0.023876
4,88,0.818179,0.898845,0.023876
4,89,0.910471,0.894370,0.023876
5,0,0.100168,0.106684,0.024095
5,1,0.192612,0.097405,0.024095
5,2,0.278057,0.091928,0.024095
5,3,0.360692,0.098277,0.024095
5,4,0.447287,0.107150,0.024095
5,5,0.540974,0.105548,0.024095
5,6,0.638362,0.095818,0.024095
5,7,0.732659,0.092214,0.024095
5,8,0.819914,0.100016,0.024095
5,9,0.902651,0.107795,0.024095
5,10,0.105548,0.204154,0.024095
5,11,0.197296,0.194428,0.024095
5,12,0.294288,0.192865,0.024095
5,13,0.390096,0.201755,0.024095
5,14,0.479380,0.208074,0.024095
5,15,0.562798,0.202564,0.024095
5,16,0.646402,0.193298,0.024095
5,17,0.736072,0.193850,0.024095
5,18,0.832112,0.203412,0.024095
5,19,0.928968,0.207975,0.024095
5,20,0.102338,0.300855,0.024095
5,21,0.186961,0.292482,0.024095
5,22,0.269781,0.295123,0.024095
5,23,0.357400,0.304909,0.024095
5,24,0.452006,0.307503,0.024095
5,25,0.549365,0.299105,0.024095
5,26,0.642711,0.292018,0.024095
5,27,0.728968,0.296624,0.024095
5,28,0.811576,0.306176,0.024095
5,29,0.897333,0.306680,0.024095
5,30,0.108139,0.397398,0.024095
5,31,0.205414,0.391928,0.024095
5,32,0.300470,0.398284,0.024095
5,33,0.388658,0.407154,0.024095
5,34,0.471644,0.405543,0.024095
5,35,0.555877,0.395812,0.024095
5,36,0.646659,0.392216,0.024095
5,37,0.743270,0.400024,0.024095
5,38,0.839633,0.407796,0.024095
5,39,0.929898,0.404147,0.024095
5,40,0.095820,0.494422,0.024095
5,41,0.178989,0.492869,0.024095
5,42,0.267684,0.501762,0.024095
5,43,0.363105,0.508074,0.024095
5,44,0.460269,0.502557,0.024095
5,45,0.552588,0.493294,0.024095
5,46,0.637931,0.493855,0.024095
5,47,0.720579,0.503418,0.024095
5,48,0.807292,0.507974,0.024095
5,49,0.901091,0.500848,0.024095
5,50,0.116485,0.592480,0.024095
5,51,0.210674,0.595129,0.024095
5,52,0.297808,0.604914,0.024095
5,53,0.380522,0.607500,0.024095
5,54,0.465514,0.599098,0.024095
5,55,0.557389,0.592017,0.024095
5,56,0.654423,0.596631,0.024095
5,57,0.750149,0.606180,0.024095
5,58,0.839302,0.606675,0.024095
5,59,0.922662,0.597391,0.024095
5,60,0.088332,0.691929,0.024095
5,61,0.178133,0.698291,0.024095
5,62,0.274247,0.707157,0.024095
5,63,0.371054,0.705538,0.024095
5,64,0.462294,0.695806,0.024095
5,65,0.546828,0.692218,0.024095
5,66,0.629681,0.700031,0.024095
5,67,0.717424,0.707798,0.024095
5,68,0.812132,0.704141,0.024095
5,69,0.909477,0.694417,0.024095
5,70,0.120705,0.792872,0.024095
5,71,0.206850,0.801769,0.024095
5,72,0.289455,0.808075,0.024095
5,73,0.375319,0.802551,0.024095
5,74,0.468245,0.793290,0.024095
5,75,0.565543,0.793860,0.024095
5,76,0.660503,0.803425,0.024095
5,77,0.748564,0.807973,0.024095
5,78,0.831510,0.800841,0.024095
5,79,0.915826,0.792477,0.024095
5,80,0.088737,0.895135,0.024095
5,81,0.185407,0.904920,0.024095
5,82,0.281702,0.907498,0.024095
5,83,0.371836,0.899091,0.024095
5,84,0.455685,0.892016,0.024095
5,85,0.538904,0.896638,0.024095
5,86,0.627728,0.906185,0.024095
5,87,0.723238,0.906671,0.024095
5,88,0.820368,0.897384,0.024095
5,89,0.912563,0.891929,0.024095
6,0,0.102682,0.107979,0.024314
6,1,0.194442,0.095363,0.024314
6,2,0.277521,0.089540,0.024314
6,3,0.358282,0.099041,0.024314
6,4,0.445220,0.109947,0.024314
6,5,0.541149,0.106281,0.024314
6,6,0.640619,0.093413,0.024314
6,7,0.734923,0.090195,0.024314
6,8,0.820104,0.101341,0.024314
6,9,0.900592,0.110522,0.024314
6,10,0.103133,0.204288,0.024314
6,11,0.196746,0.191772,0.024314
6,12,0.296108,0.191310,0.024314
6,13,0.392613,0.203579,0.024314
6,14,0.480280,0.210605,0.024314
6,15,0.561253,0.202095,0.024314
6,16,0.643833,0.190516,0.024314
6,17,0.734841,0.192831,0.024314
6,18,0.833350,0.205649,0.024314
6,19,0.931538,0.210191,0.024314
6,20,0.103876,0.299803,0.024314
6,21,0.186054,0.289704,0.024314
6,22,0.267263,0.294688,0.024314
6,23,0.355586,0.307455,0.024314
6,24,0.452564,0.309300,0.024314
6,25,0.551782,0.297521,0.024314
6,26,0.644765,0.289374,0.024314
6,27,0.728770,0.296794,0.024314
6,28,0.809309,0.308911,0.024314
6,29,0.895080,0.307973,0.024314
6,30,0.107972,0.395354,0.024314
6,31,0.207486,0.389541,0.024314
6,32,0.302876,0.399050,0.024314
6,33,0.389186,0.409951,0.024314
6,34,0.469808,0.406273,0.024314
6,35,0.553365,0.393406,0.024314
6,36,0.645780,0.390199,0.024314
6,37,0.744833,0.401351,0.024314
6,38,0.842200,0.410524,0.024314
6,39,0.931109,0.404279,0.024314
6,40,0.094562,0.491766,0.024314
6,41,0.176418,0.491315,0.024314
6,42,0.266164,0.503588,0.024314
6,43,0.364034,0.510604,0.024314
6,44,0.462792,0.502085,0.024314
6,45,0.554386,0.490511,0.024314
6,46,0.637351,0.492838,0.024314
6,47,0.718154,0.505657,0.024314
6,48,0.805252,0.510188,0.024314
6,49,0.901312,0.499794,0.024314
6,50,0.118763,0.589701,0.024314
6,51,0.212916,0.594697,0.024314
6,52,0.297952,0.607462,0.024314
6,53,0.378436,0.609295,0.024314
6,54,0.463116,0.597511,0.024314
6,55,0.556883,0.589373,0.024314
6,56,0.656275,0.596803,0.024314
6,57,0.752655,0.608916,0.024314
6,58,0.840159,0.607967,0.024314
6,59,0.921081,0.595346,0.024314
6,60,0.085767,0.689543,0.024314
6,61,0.176942,0.699060,0.024314
6,62,0.275526,0.709954,0.024314
6,63,0.373626,0.706266,0.024314
6,64,0.463796,0.693398,0.024314
6,65,0.545879,0.690203,0.024314
6,66,0.627154,0.701360,0.024314
6,67,0.715643,0.710525,0.024314
6,68,0.812735,0.704271,0.024314
6,69,0.911909,0.691760,0.024314
6,70,0.122732,0.791321,0.024314
6,71,0.206607,0.803597,0.024314
6,72,0.287166,0.810604,0.024314
6,73,0.373089,0.802076,0.024314
6,74,0.468124,0.790507,0.024314
6,75,0.567642,0.792845,0.024314
6,76,0.662892,0.805665,0.024314
6,77,0.749047,0.810186,0.024314
6,78,0.829643,0.799784,0.024314
6,79,0.913325,0.789699,0.024314
6,80,0.087902,0.894705,0.024314
6,81,0.187005,0.907468,0.024314
6,82,0.284265,0.909291,0.024314
6,83,0.373006,0.897502,0.024314
6,84,0.454387,0.889373,0.024314
6,85,0.536331,0.896812,0.024314
6,86,0.626246,0.908922,0.024314
6,87,0.724209,0.907961,0.024314
6,88,0.822900,0.895337,0.024314
6,89,0.914327,0.889545,0.024314
7,0,0.105273,0.108702,0.024533
7,1,0.195684,0.092835,0.024533
7,2,0.276272,0.087465,0.024533
7,3,0.355690,0.100459,0.024533
7,4,0.443669,0.112781,0.024533
7,5,0.542065,0.106379,0.024533
7,6,0.643160,0.090632,0.024533
7,7,0.736753,0.088609,0.024533
7,8,0.819540,0.103274,0.024533
7,9,0.898154,0.113142,0.024533
7,10,0.101062,0.203757,0.024533
7,11,0.196946,0.188868,0.024533
7,12,0.298396,0.190287,0.024533
7,13,0.394885,0.205936,0.024533
7,14,0.480447,0.212888,0.024533
7,15,0.559162,0.200960,0.024533
7,16,0.641406,0.187625,0.024533
7,17,0.734309,0.192420,0.024533
7,18,0.835203,0.208320,0.024533
7,19,0.934071,0.212031,0.024533
7,20,0.104761,0.298117,0.024533
7,21,0.184477,0.286961,0.024533
7,22,0.264673,0.294907,0.024533
7,23,0.354364,0.310314,0.024533
7,24,0.453834,0.310611,0.024533
7,25,0.554375,0.295363,0.024533
7,26,0.646297,0.286908,0.024533
7,27,0.727833,0.297633,0.024533
7,28,0.806764,0.311826,0.024533
7,29,0.893267,0.308693,0.024533
7,30,0.108558,0.392825,0.024533
7,31,0.209933,0.387468,0.024533
7,32,0.304934,0.400470,0.024533
7,33,0.388963,0.412783,0.024533
7,34,0.467510,0.406369,0.024533
7,35,0.551104,0.390624,0.024533
7,36,0.645636,0.388615,0.024533
7,37,0.746938,0.403285,0.024533
7,38,0.844619,0.413142,0.024533
7,39,0.931618,0.403746,0.024533
7,40,0.092694,0.488862,0.024533
7,41,0.173889,0.490295,0.024533
7,42,0.265300,0.505946,0.024533
7,43,0.365629,0.512886,0.024533
7,44,0.465380,0.500948,0.024533
7,45,0.555587,0.487621,0.024533
7,46,0.636061,0.492429,0.024533
7,47,0.715559,0.508329,0.024533
7,48,0.803737,0.512027,0.024533
7,49,0.902270,0.498105,0.024533
7,50,0.121313,0.586960,0.024533
7,51,0.214713,0.594918,0.024533
7,52,0.297344,0.610321,0.024533
7,53,0.375981,0.610604,0.024533
7,54,0.461072,0.595352,0.024533
7,55,0.557129,0.586909,0.024533
7,56,0.658584,0.597645,0.024533
7,57,0.754905,0.611831,0.024533
7,58,0.840281,0.608684,0.024533
7,59,0.918963,0.592816,0.024533
7,60,0.083356,0.687472,0.024533
7,61,0.176455,0.700482,0.024533
7,62,0.277410,0.712786,0.024533
7,63,0.376149,0.706359,0.024533
7,64,0.464638,0.690616,0.024533
7,65,0.544265,0.688621,0.024533
7,66,0.624568,0.703296,0.024533
7,67,0.714462,0.713143,0.024533
7,68,0.814044,0.703735,0.024533
7,69,0.914505,0.688856,0.024533
7,70,0.124227,0.790303,0.024533
7,71,0.205627,0.805957,0.024533
7,72,0.284612,0.812884,0.024533
7,73,0.371309,0.800936,0.024533
7,74,0.468755,0.787617,0.024533
7,75,0.570104,0.792439,0.024533
7,76,0.664922,0.808338,0.024533
7,77,0.748779,0.812022,0.024533
7,78,0.827323,0.798094,0.024533
7,79,0.911086,0.786958,0.024533
7,80,0.087803,0.894929,0.024533
7,81,0.189137,0.910329,0.024533
7,82,0.286667,0.910597,0.024533
7,83,0.373471,0.895341,0.024533
7,84,0.452486,0.886910,0.024533
7,85,0.533813,0.897656,0.024533
7,86,0.625425,0.911836,0.024533
7,87,0.725840,0.908676,0.024533
7,88,0.825483,0.892806,0.024533
7,89,0.915488,0.887475,0.024533
8,0,0.107620,0.108720,0.024752
8,1,0.196150,0.089998,0.024752
8,2,0.274429,0.085928,0.024752
8,3,0.353233,0.102474,0.024752
8,4,0.442855,0.115395,0.024752
8,5,0.543644,0.105762,0.024752
8,6,0.645679,0.087688,0.024752
8,7,0.737896,0.087651,0.024752
8,8,0.818257,0.105706,0.024752
8,9,0.895623,0.115402,0.024752
8,10,0.099611,0.202534,0.024752
8,11,0.197908,0.185954,0.024752
8,12,0.300887,0.189951,0.024752
8,13,0.396615,0.208670,0.024752
8,14,0.479825,0.214687,0.024752
