frame,phase,particle_id,x,y,radius,left,right,bottom,top,stress_kpa,friction
0,nominal,20,0.158873,0.249533,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,21,0.164992,0.567523,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,22,0.709231,0.206073,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,23,0.846969,0.945214,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,24,0.851163,0.224128,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,25,0.528170,0.658839,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,26,0.733661,0.051650,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,27,0.467215,0.860571,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,28,0.053497,0.083560,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,29,0.419035,0.321498,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,30,0.060380,0.578420,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,31,0.370401,0.051225,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,32,0.098565,0.943530,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,33,0.209275,0.140027,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,34,0.949067,0.756312,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,35,0.931398,0.159608,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,36,0.218794,0.361670,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,37,0.528898,0.140855,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,38,0.241590,0.655836,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,39,0.133507,0.463921,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,40,0.266369,0.555980,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,41,0.916116,0.852772,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,42,0.733711,0.671535,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,43,0.745046,0.948604,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,44,0.289752,0.848085,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,45,0.706479,0.386716,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,46,0.621805,0.945709,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,47,0.366927,0.228465,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,48,0.686211,0.865297,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,49,0.788545,0.141157,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,50,0.421599,0.141710,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,51,0.577763,0.051314,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,52,0.056552,0.836447,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,53,0.444597,0.472079,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,54,0.474474,0.053815,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,55,0.805258,0.417138,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,56,0.314032,0.140164,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,57,0.949036,0.949163,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,58,0.653200,0.298384,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,59,0.548862,0.475650,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,60,0.062759,0.205075,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,61,0.262507,0.230271,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,62,0.261506,0.051870,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,63,0.837451,0.747903,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,64,0.606216,0.207824,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,65,0.814135,0.848592,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,66,0.947766,0.261226,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,67,0.603830,0.388176,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,68,0.266895,0.451780,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,69,0.479596,0.567889,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,70,0.385930,0.798998,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,71,0.365079,0.408221,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,72,0.519787,0.767398,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,73,0.947605,0.467801,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,74,0.498946,0.385799,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,75,0.571139,0.856580,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,76,0.431962,0.698783,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,77,0.755891,0.296756,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,78,0.316371,0.318619,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,79,0.472006,0.231500,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,80,0.156237,0.859426,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,81,0.582232,0.572298,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,82,0.630349,0.674085,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,83,0.636854,0.776017,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,84,0.148514,0.697627,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,85,0.935953,0.569932,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,86,0.901187,0.666225,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,87,0.158352,0.051024,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,88,0.518727,0.948959,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
0,nominal,89,0.051157,0.733573,0.051000,0.000000,1.000000,0.000000,1.000000,0.000000,0.60
1,reduction,0,0.942371,0.056778,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,1,0.550140,0.297305,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,2,0.346618,0.639419,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,3,0.948316,0.365249,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,4,0.414416,0.948762,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,5,0.853162,0.510696,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,6,0.308826,0.948407,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,7,0.654875,0.118333,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,8,0.206891,0.948334,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,9,0.738876,0.774107,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,10,0.651512,0.480865,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,11,0.684308,0.581892,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,12,0.815385,0.607788,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,13,0.836071,0.050998,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,14,0.307440,0.733737,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,15,0.367102,0.539414,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,16,0.853508,0.326349,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,17,0.214409,0.775805,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,18,0.751287,0.505099,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,19,0.113080,0.352890,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,20,0.159064,0.249548,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,21,0.164911,0.567768,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,22,0.709109,0.206171,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,23,0.847043,0.945293,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,24,0.851193,0.224049,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,25,0.528039,0.658948,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,26,0.733488,0.051624,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,27,0.467257,0.860495,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,28,0.053563,0.083694,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,29,0.419184,0.321494,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,30,0.060262,0.578322,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,31,0.370229,0.051212,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,32,0.098464,0.943648,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,33,0.209386,0.139915,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,34,0.949153,0.756273,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,35,0.931623,0.159740,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,36,0.219031,0.361765,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,37,0.528797,0.140844,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,38,0.241517,0.655928,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,39,0.133722,0.464002,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,40,0.266291,0.555997,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,41,0.916191,0.852694,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,42,0.733450,0.671514,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,43,0.745100,0.948553,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,44,0.289584,0.848025,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,45,0.706486,0.386802,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,46,0.621717,0.945637,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,47,0.366900,0.228369,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,48,0.686213,0.865286,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,49,0.788364,0.141172,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,50,0.421512,0.141646,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,51,0.577652,0.051348,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,52,0.056431,0.836410,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,53,0.444629,0.472118,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,54,0.474378,0.053804,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,55,0.805348,0.417149,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,56,0.313885,0.140238,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,57,0.949014,0.949137,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,58,0.653130,0.298429,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,59,0.548841,0.475803,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,60,0.062785,0.205275,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,61,0.262348,0.230377,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,62,0.261405,0.051855,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,63,0.837398,0.747892,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,64,0.606060,0.207907,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,65,0.814189,0.848659,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,66,0.947753,0.261449,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,67,0.603861,0.388301,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,68,0.267174,0.451874,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,69,0.479481,0.568074,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,70,0.385915,0.799019,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,71,0.365051,0.408262,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,72,0.519807,0.767425,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,73,0.947613,0.467794,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,74,0.498957,0.385855,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,75,0.571102,0.856529,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,76,0.431918,0.698976,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,77,0.755902,0.296716,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,78,0.316353,0.318567,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,79,0.472081,0.231435,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,80,0.156002,0.859419,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,81,0.582077,0.572394,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,82,0.630344,0.673995,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,83,0.636901,0.775977,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,84,0.148457,0.697566,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,85,0.935873,0.569973,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,86,0.901120,0.666211,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,87,0.158261,0.051030,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,88,0.518682,0.948995,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
1,reduction,89,0.051177,0.733500,0.049980,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,0,0.942251,0.056837,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,1,0.550087,0.297298,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,2,0.346573,0.639603,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,3,0.948296,0.365252,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,4,0.414377,0.948747,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,5,0.853221,0.510834,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,6,0.308664,0.948442,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,7,0.654746,0.118424,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,8,0.206776,0.948296,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,9,0.738726,0.774114,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,10,0.651562,0.480865,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,11,0.684272,0.581717,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,12,0.815251,0.607921,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,13,0.835882,0.051000,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,14,0.307389,0.733782,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,15,0.367073,0.539561,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,16,0.853511,0.326284,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,17,0.214338,0.775893,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,18,0.751311,0.505062,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,19,0.113330,0.353002,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,20,0.159250,0.249562,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,21,0.164831,0.568008,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,22,0.708990,0.206268,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,23,0.847115,0.945371,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,24,0.851221,0.223970,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,25,0.527911,0.659054,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,26,0.733318,0.051597,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,27,0.467297,0.860419,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,28,0.053628,0.083825,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,29,0.419331,0.321489,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,30,0.060147,0.578226,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,31,0.370061,0.051200,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,32,0.098364,0.943765,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,33,0.209494,0.139806,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,34,0.949236,0.756234,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,35,0.931844,0.159870,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,36,0.219263,0.361858,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,37,0.528698,0.140834,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,38,0.241446,0.656019,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,39,0.133932,0.464081,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,40,0.266215,0.556014,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,41,0.916264,0.852618,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,42,0.733195,0.671493,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,43,0.745153,0.948503,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,44,0.289418,0.847967,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,45,0.706493,0.386887,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,46,0.621631,0.945566,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,47,0.366873,0.228276,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,48,0.686216,0.865275,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,49,0.788187,0.141186,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,50,0.421428,0.141583,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,51,0.577543,0.051381,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,52,0.056312,0.836374,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,53,0.444661,0.472156,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,54,0.474283,0.053793,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,55,0.805436,0.417158,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,56,0.313742,0.140311,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,57,0.948992,0.949112,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,58,0.653063,0.298473,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,59,0.548821,0.475953,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,60,0.062812,0.205471,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,61,0.262193,0.230481,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,62,0.261307,0.051841,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,63,0.837347,0.747880,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,64,0.605908,0.207988,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,65,0.814243,0.848725,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,66,0.947739,0.261668,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,67,0.603892,0.388424,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,68,0.267448,0.451966,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,69,0.479369,0.568255,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,70,0.385900,0.799039,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,71,0.365025,0.408302,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,72,0.519827,0.767451,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,73,0.947620,0.467787,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,74,0.498968,0.385911,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,75,0.571066,0.856479,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,76,0.431875,0.699166,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,77,0.755914,0.296677,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,78,0.316335,0.318516,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,79,0.472155,0.231372,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,80,0.155771,0.859411,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,81,0.581926,0.572487,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,82,0.630340,0.673906,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,83,0.636947,0.775939,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,84,0.148402,0.697506,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,85,0.935795,0.570014,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
2,reduction,86,0.901055,0.666198,0.048960,0.000000,1.000000,0.000000,1.000000,0.000000,0.00
