frame,particle_id,x,y,radius,active
0,87,0.629200,0.990000,0.038480,0
0,88,0.411600,1.015000,0.034040,0
0,89,0.537400,1.040000,0.035520,0
0,90,0.663200,0.990000,0.037000,0
0,91,0.445600,1.015000,0.038480,0
0,92,0.571400,1.040000,0.034040,0
0,93,0.353800,0.990000,0.035520,0
0,94,0.479600,1.015000,0.037000,0
0,95,0.605400,1.040000,0.038480,0
0,96,0.387800,0.990000,0.034040,0
0,97,0.513600,1.015000,0.035520,0
0,98,0.639400,1.040000,0.037000,0
0,99,0.421800,0.990000,0.038480,0
0,100,0.547600,1.015000,0.034040,0
0,101,0.330000,1.040000,0.035520,0
0,102,0.455800,0.990000,0.037000,0
0,103,0.581600,1.015000,0.038480,0
0,104,0.364000,1.040000,0.034040,0
0,105,0.489800,0.990000,0.035520,0
0,106,0.615600,1.015000,0.037000,0
0,107,0.398000,1.040000,0.038480,0
0,108,0.523800,0.990000,0.034040,0
0,109,0.649600,1.015000,0.035520,0
0,110,0.432000,1.040000,0.037000,0
0,111,0.557800,0.990000,0.038480,0
0,112,0.340200,1.015000,0.034040,0
0,113,0.466000,1.040000,0.035520,0
0,114,0.591800,0.990000,0.037000,0
0,115,0.374200,1.015000,0.038480,0
0,116,0.500000,1.040000,0.034040,0
0,117,0.625800,0.990000,0.035520,0
0,118,0.408200,1.015000,0.037000,0
0,119,0.534000,1.040000,0.038480,0
0,120,0.659800,0.990000,0.034040,0
0,121,0.442200,1.015000,0.035520,0
0,122,0.568000,1.040000,0.037000,0
0,123,0.350400,0.990000,0.038480,0
0,124,0.476200,1.015000,0.034040,0
0,125,0.602000,1.040000,0.035520,0
0,126,0.384400,0.990000,0.037000,0
0,127,0.510200,1.015000,0.038480,0
0,128,0.636000,1.040000,0.034040,0
0,129,0.418400,0.990000,0.035520,0
0,130,0.544200,1.015000,0.037000,0
0,131,0.670000,1.040000,0.038480,0
0,132,0.452400,0.990000,0.034040,0
0,133,0.578200,1.015000,0.035520,0
0,134,0.360600,1.040000,0.037000,0
0,135,0.486400,0.990000,0.038480,0
0,136,0.612200,1.015000,0.034040,0
0,137,0.394600,1.040000,0.035520,0
0,138,0.520400,0.990000,0.037000,0
0,139,0.646200,1.015000,0.038480,0
0,140,0.428600,1.040000,0.034040,0
0,141,0.554400,0.990000,0.035520,0
0,142,0.336800,1.015000,0.037000,0
0,143,0.462600,1.040000,0.038480,0
0,144,0.588400,0.990000,0.034040,0
1,0,0.323180,0.974872,0.034040,1
1,1,0.454040,1.009352,0.035520,1
1,2,0.581600,1.039782,0.037000,1
1,3,0.364000,0.990000,0.038480,0
1,4,0.489800,1.015000,0.034040,0
1,5,0.615600,1.040000,0.035520,0
1,6,0.398000,0.990000,0.037000,0
1,7,0.523800,1.015000,0.038480,0
1,8,0.649600,1.040000,0.034040,0
1,9,0.432000,0.990000,0.035520,0
1,10,0.557800,1.015000,0.037000,0
1,11,0.340200,1.040000,0.038480,0
1,12,0.466000,0.990000,0.034040,0
1,13,0.591800,1.015000,0.035520,0
1,14,0.374200,1.040000,0.037000,0
1,15,0.500000,0.990000,0.038480,0
1,16,0.625800,1.015000,0.034040,0
1,17,0.408200,1.040000,0.035520,0
1,18,0.534000,0.990000,0.037000,0
1,19,0.659800,1.015000,0.038480,0
1,20,0.442200,1.040000,0.034040,0
1,21,0.568000,0.990000,0.035520,0
1,22,0.350400,1.015000,0.037000,0
1,23,0.476200,1.040000,0.038480,0
1,24,0.602000,0.990000,0.034040,0
1,25,0.384400,1.015000,0.035520,0
1,26,0.510200,1.040000,0.037000,0
1,27,0.636000,0.990000,0.038480,0
1,28,0.418400,1.015000,0.034040,0
1,29,0.544200,1.040000,0.035520,0
1,30,0.670000,0.990000,0.037000,0
1,31,0.452400,1.015000,0.038480,0
1,32,0.578200,1.040000,0.034040,0
1,33,0.360600,0.990000,0.035520,0
1,34,0.486400,1.015000,0.037000,0
1,35,0.612200,1.040000,0.038480,0
1,36,0.394600,0.990000,0.034040,0
1,37,0.520400,1.015000,0.035520,0
1,38,0.646200,1.040000,0.037000,0
1,39,0.428600,0.990000,0.038480,0
1,40,0.554400,1.015000,0.034040,0
1,41,0.336800,1.040000,0.035520,0
1,42,0.462600,0.990000,0.037000,0
1,43,0.588400,1.015000,0.038480,0
1,44,0.370800,1.040000,0.034040,0
1,45,0.496600,0.990000,0.035520,0
1,46,0.622400,1.015000,0.037000,0
1,47,0.404800,1.040000,0.038480,0
1,48,0.530600,0.990000,0.034040,0
1,49,0.656400,1.015000,0.035520,0
1,50,0.438800,1.040000,0.037000,0
1,51,0.564600,0.990000,0.038480,0
1,52,0.347000,1.015000,0.034040,0
1,53,0.472800,1.040000,0.035520,0
1,54,0.598600,0.990000,0.037000,0
1,55,0.381000,1.015000,0.038480,0
1,56,0.506800,1.040000,0.034040,0
1,57,0.632600,0.990000,0.035520,0
1,58,0.415000,1.015000,0.037000,0
1,59,0.540800,1.040000,0.038480,0
1,60,0.666600,0.990000,0.034040,0
1,61,0.449000,1.015000,0.035520,0
1,62,0.574800,1.040000,0.037000,0
1,63,0.357200,0.990000,0.038480,0
1,64,0.483000,1.015000,0.034040,0
1,65,0.608800,1.040000,0.035520,0
1,66,0.391200,0.990000,0.037000,0
1,67,0.517000,1.015000,0.038480,0
1,68,0.642800,1.040000,0.034040,0
1,69,0.425200,0.990000,0.035520,0
1,70,0.551000,1.015000,0.037000,0
1,71,0.333400,1.040000,0.038480,0
1,72,0.459200,0.990000,0.034040,0
1,73,0.585000,1.015000,0.035520,0
1,74,0.367400,1.040000,0.037000,0
1,75,0.493200,0.990000,0.038480,0
1,76,0.619000,1.015000,0.034040,0
1,77,0.401400,1.040000,0.035520,0
1,78,0.527200,0.990000,0.037000,0
1,79,0.653000,1.015000,0.038480,0
1,80,0.435400,1.040000,0.034040,0
1,81,0.561200,0.990000,0.035520,0
1,82,0.343600,1.015000,0.037000,0
1,83,0.469400,1.040000,0.038480,0
1,84,0.595200,0.990000,0.034040,0
1,85,0.377600,1.015000,0.035520,0
1,86,0.503400,1.040000,0.037000,0
1,87,0.629200,0.990000,0.038480,0
1,88,0.411600,1.015000,0.034040,0
1,89,0.537400,1.040000,0.035520,0
1,90,0.663200,0.990000,0.037000,0
1,91,0.445600,1.015000,0.038480,0
1,92,0.571400,1.040000,0.034040,0
1,93,0.353800,0.990000,0.035520,0
1,94,0.479600,1.015000,0.037000,0
1,95,0.605400,1.040000,0.038480,0
1,96,0.387800,0.990000,0.034040,0
1,97,0.513600,1.015000,0.035520,0
1,98,0.639400,1.040000,0.037000,0
1,99,0.421800,0.990000,0.038480,0
1,100,0.547600,1.015000,0.034040,0
1,101,0.330000,1.040000,0.035520,0
1,102,0.455800,0.990000,0.037000,0
1,103,0.581600,1.015000,0.038480,0
1,104,0.364000,1.040000,0.034040,0
1,105,0.489800,0.990000,0.035520,0
1,106,0.615600,1.015000,0.037000,0
1,107,0.398000,1.040000,0.038480,0
1,108,0.523800,0.990000,0.034040,0
1,109,0.649600,1.015000,0.035520,0
1,110,0.432000,1.040000,0.037000,0
1,111,0.557800,0.990000,0.038480,0
1,112,0.340200,1.015000,0.034040,0
1,113,0.466000,1.040000,0.035520,0
1,114,0.591800,0.990000,0.037000,0
1,115,0.374200,1.015000,0.038480,0
1,116,0.500000,1.040000,0.034040,0
1,117,0.625800,0.990000,0.035520,0
1,118,0.408200,1.015000,0.037000,0
1,119,0.534000,1.040000,0.038480,0
1,120,0.659800,0.990000,0.034040,0
1,121,0.442200,1.015000,0.035520,0
1,122,0.568000,1.040000,0.037000,0
1,123,0.350400,0.990000,0.038480,0
1,124,0.476200,1.015000,0.034040,0
1,125,0.602000,1.040000,0.035520,0
1,126,0.384400,0.990000,0.037000,0
1,127,0.510200,1.015000,0.038480,0
1,128,0.636000,1.040000,0.034040,0
1,129,0.418400,0.990000,0.035520,0
1,130,0.544200,1.015000,0.037000,0
1,131,0.670000,1.040000,0.038480,0
1,132,0.452400,0.990000,0.034040,0
1,133,0.578200,1.015000,0.035520,0
1,134,0.360600,1.040000,0.037000,0
1,135,0.486400,0.990000,0.038480,0
1,136,0.612200,1.015000,0.034040,0
1,137,0.394600,1.040000,0.035520,0
1,138,0.520400,0.990000,0.037000,0
1,139,0.646200,1.015000,0.038480,0
1,140,0.428600,1.040000,0.034040,0
1,141,0.554400,0.990000,0.035520,0
1,142,0.336800,1.015000,0.037000,0
1,143,0.462600,1.040000,0.038480,0
1,144,0.588400,0.990000,0.034040,0
2,0,0.308206,0.938417,0.034040,1
2,1,0.444070,0.979230,0.035520,1
2,2,0.581600,1.024872,0.037000,1
2,3,0.371536,0.990120,0.038480,1
2,4,0.499293,1.021527,0.034040,1
2,5,0.615600,1.040000,0.035520,0
2,6,0.398000,0.990000,0.037000,0
2,7,0.523800,1.015000,0.038480,0
2,8,0.649600,1.040000,0.034040,0
2,9,0.432000,0.990000,0.035520,0
2,10,0.557800,1.015000,0.037000,0
2,11,0.340200,1.040000,0.038480,0
2,12,0.466000,0.990000,0.034040,0
2,13,0.591800,1.015000,0.035520,0
2,14,0.374200,1.040000,0.037000,0
2,15,0.500000,0.990000,0.038480,0
2,16,0.625800,1.015000,0.034040,0
2,17,0.408200,1.040000,0.035520,0
2,18,0.534000,0.990000,0.037000,0
2,19,0.659800,1.015000,0.038480,0
2,20,0.442200,1.040000,0.034040,0
2,21,0.568000,0.990000,0.035520,0
2,22,0.350400,1.015000,0.037000,0
2,23,0.476200,1.040000,0.038480,0
2,24,0.602000,0.990000,0.034040,0
2,25,0.384400,1.015000,0.035520,0
2,26,0.510200,1.040000,0.037000,0
2,27,0.636000,0.990000,0.038480,0
2,28,0.418400,1.015000,0.034040,0
2,29,0.544200,1.040000,0.035520,0
2,30,0.670000,0.990000,0.037000,0
2,31,0.452400,1.015000,0.038480,0
2,32,0.578200,1.040000,0.034040,0
2,33,0.360600,0.990000,0.035520,0
2,34,0.486400,1.015000,0.037000,0
2,35,0.612200,1.040000,0.038480,0
2,36,0.394600,0.990000,0.034040,0
2,37,0.520400,1.015000,0.035520,0
2,38,0.646200,1.040000,0.037000,0
2,39,0.428600,0.990000,0.038480,0
2,40,0.554400,1.015000,0.034040,0
2,41,0.336800,1.040000,0.035520,0
2,42,0.462600,0.990000,0.037000,0
2,43,0.588400,1.015000,0.038480,0
2,44,0.370800,1.040000,0.034040,0
2,45,0.496600,0.990000,0.035520,0
2,46,0.622400,1.015000,0.037000,0
2,47,0.404800,1.040000,0.038480,0
2,48,0.530600,0.990000,0.034040,0
2,49,0.656400,1.015000,0.035520,0
2,50,0.438800,1.040000,0.037000,0
2,51,0.564600,0.990000,0.038480,0
2,52,0.347000,1.015000,0.034040,0
2,53,0.472800,1.040000,0.035520,0
2,54,0.598600,0.990000,0.037000,0
2,55,0.381000,1.015000,0.038480,0
2,56,0.506800,1.040000,0.034040,0
2,57,0.632600,0.990000,0.035520,0
2,58,0.415000,1.015000,0.037000,0
2,59,0.540800,1.040000,0.038480,0
2,60,0.666600,0.990000,0.034040,0
2,61,0.449000,1.015000,0.035520,0
2,62,0.574800,1.040000,0.037000,0
2,63,0.357200,0.990000,0.038480,0
2,64,0.483000,1.015000,0.034040,0
2,65,0.608800,1.040000,0.035520,0
2,66,0.391200,0.990000,0.037000,0
2,67,0.517000,1.015000,0.038480,0
2,68,0.642800,1.040000,0.034040,0
2,69,0.425200,0.990000,0.035520,0
2,70,0.551000,1.015000,0.037000,0
2,71,0.333400,1.040000,0.038480,0
2,72,0.459200,0.990000,0.034040,0
2,73,0.585000,1.015000,0.035520,0
2,74,0.367400,1.040000,0.037000,0
2,75,0.493200,0.990000,0.038480,0
2,76,0.619000,1.015000,0.034040,0
2,77,0.401400,1.040000,0.035520,0
2,78,0.527200,0.990000,0.037000,0
2,79,0.653000,1.015000,0.038480,0
2,80,0.435400,1.040000,0.034040,0
2,81,0.561200,0.990000,0.035520,0
2,82,0.343600,1.015000,0.037000,0
2,83,0.469400,1.040000,0.038480,0
2,84,0.595200,0.990000,0.034040,0
2,85,0.377600,1.015000,0.035520,0
2,86,0.503400,1.040000,0.037000,0
2,87,0.629200,0.990000,0.038480,0
2,88,0.411600,1.015000,0.034040,0
2,89,0.537400,1.040000,0.035520,0
2,90,0.663200,0.990000,0.037000,0
2,91,0.445600,1.015000,0.038480,0
2,92,0.571400,1.040000,0.034040,0
2,93,0.353800,0.990000,0.035520,0
2,94,0.479600,1.015000,0.037000,0
2,95,0.605400,1.040000,0.038480,0
2,96,0.387800,0.990000,0.034040,0
2,97,0.513600,1.015000,0.035520,0
2,98,0.639400,1.040000,0.037000,0
2,99,0.421800,0.990000,0.038480,0
2,100,0.547600,1.015000,0.034040,0
2,101,0.330000,1.040000,0.035520,0
2,102,0.455800,0.990000,0.037000,0
2,103,0.581600,1.015000,0.038480,0
2,104,0.364000,1.040000,0.034040,0
2,105,0.489800,0.990000,0.035520,0
2,106,0.615600,1.015000,0.037000,0
2,107,0.398000,1.040000,0.038480,0
2,108,0.523800,0.990000,0.034040,0
2,109,0.649600,1.015000,0.035520,0
2,110,0.432000,1.040000,0.037000,0
2,111,0.557800,0.990000,0.038480,0
2,112,0.340200,1.015000,0.034040,0
2,113,0.466000,1.040000,0.035520,0
2,114,0.591800,0.990000,0.037000,0
2,115,0.374200,1.015000,0.038480,0
2,116,0.500000,1.040000,0.034040,0
2,117,0.625800,0.990000,0.035520,0
2,118,0.408200,1.015000,0.037000,0
2,119,0.534000,1.040000,0.038480,0
2,120,0.659800,0.990000,0.034040,0
2,121,0.442200,1.015000,0.035520,0
2,122,0.568000,1.040000,0.037000,0
2,123,0.350400,0.990000,0.038480,0
2,124,0.476200,1.015000,0.034040,0
2,125,0.602000,1.040000,0.035520,0
2,126,0.384400,0.990000,0.037000,0
2,127,0.510200,1.015000,0.038480,0
2,128,0.636000,1.040000,0.034040,0
2,129,0.418400,0.990000,0.035520,0
2,130,0.544200,1.015000,0.037000,0
2,131,0.670000,1.040000,0.038480,0
2,132,0.452400,0.990000,0.034040,0
2,133,0.578200,1.015000,0.035520,0
2,134,0.360600,1.040000,0.037000,0
2,135,0.486400,0.990000,0.038480,0
2,136,0.612200,1.015000,0.034040,0
2,137,0.394600,1.040000,0.035520,0
2,138,0.520400,0.990000,0.037000,0
2,139,0.646200,1.015000,0.038480,0
2,140,0.428600,1.040000,0.034040,0
2,141,0.554400,0.990000,0.035520,0
2,142,0.336800,1.015000,0.037000,0
2,143,0.462600,1.040000,0.038480,0
2,144,0.588400,0.990000,0.034040,0
3,0,0.301626,0.891200,0.034040,1
3,1,0.445225,0.938165,0.035520,1
3,2,0.572254,0.984322,0.037000,1
3,3,0.357371,0.953004,0.038480,1
3,4,0.504159,1.007042,0.034040,1
3,5,0.623119,1.043651,0.035520,1
3,6,0.410902,1.006218,0.037000,1
3,7,0.523800,1.015000,0.038480,0
3,8,0.649600,1.040000,0.034040,0
3,9,0.432000,0.990000,0.035520,0
3,10,0.557800,1.015000,0.037000,0
3,11,0.340200,1.040000,0.038480,0
3,12,0.466000,0.990000,0.034040,0
3,13,0.591800,1.015000,0.035520,0
3,14,0.374200,1.040000,0.037000,0
3,15,0.500000,0.990000,0.038480,0
3,16,0.625800,1.015000,0.034040,0
3,17,0.408200,1.040000,0.035520,0
3,18,0.534000,0.990000,0.037000,0
3,19,0.659800,1.015000,0.038480,0
3,20,0.442200,1.040000,0.034040,0
3,21,0.568000,0.990000,0.035520,0
3,22,0.350400,1.015000,0.037000,0
3,23,0.476200,1.040000,0.038480,0
3,24,0.602000,0.990000,0.034040,0
3,25,0.384400,1.015000,0.035520,0
3,26,0.510200,1.040000,0.037000,0
3,27,0.636000,0.990000,0.038480,0
3,28,0.418400,1.015000,0.034040,0
3,29,0.544200,1.040000,0.035520,0
3,30,0.670000,0.990000,0.037000,0
3,31,0.452400,1.015000,0.038480,0
3,32,0.578200,1.040000,0.034040,0
3,33,0.360600,0.990000,0.035520,0
3,34,0.486400,1.015000,0.037000,0
3,35,0.612200,1.040000,0.038480,0
3,36,0.394600,0.990000,0.034040,0
3,37,0.520400,1.015000,0.035520,0
3,38,0.646200,1.040000,0.037000,0
3,39,0.428600,0.990000,0.038480,0
3,40,0.554400,1.015000,0.034040,0
3,41,0.336800,1.040000,0.035520,0
3,42,0.462600,0.990000,0.037000,0
3,43,0.588400,1.015000,0.038480,0
3,44,0.370800,1.040000,0.034040,0
3,45,0.496600,0.990000,0.035520,0
3,46,0.622400,1.015000,0.037000,0
3,47,0.404800,1.040000,0.038480,0
3,48,0.530600,0.990000,0.034040,0
3,49,0.656400,1.015000,0.035520,0
3,50,0.438800,1.040000,0.037000,0
3,51,0.564600,0.990000,0.038480,0
3,52,0.347000,1.015000,0.034040,0
3,53,0.472800,1.040000,0.035520,0
3,54,0.598600,0.990000,0.037000,0
3,55,0.381000,1.015000,0.038480,0
3,56,0.506800,1.040000,0.034040,0
3,57,0.632600,0.990000,0.035520,0
3,58,0.415000,1.015000,0.037000,0
3,59,0.540800,1.040000,0.038480,0
3,60,0.666600,0.990000,0.034040,0
3,61,0.449000,1.015000,0.035520,0
3,62,0.574800,1.040000,0.037000,0
3,63,0.357200,0.990000,0.038480,0
3,64,0.483000,1.015000,0.034040,0
3,65,0.608800,1.040000,0.035520,0
3,66,0.391200,0.990000,0.037000,0
3,67,0.517000,1.015000,0.038480,0
3,68,0.642800,1.040000,0.034040,0
3,69,0.425200,0.990000,0.035520,0
3,70,0.551000,1.015000,0.037000,0
3,71,0.333400,1.040000,0.038480,0
3,72,0.459200,0.990000,0.034040,0
3,73,0.585000,1.015000,0.035520,0
3,74,0.367400,1.040000,0.037000,0
3,75,0.493200,0.990000,0.038480,0
3,76,0.619000,1.015000,0.034040,0
3,77,0.401400,1.040000,0.035520,0
3,78,0.527200,0.990000,0.037000,0
3,79,0.653000,1.015000,0.038480,0
3,80,0.435400,1.040000,0.034040,0
3,81,0.561200,0.990000,0.035520,0
3,82,0.343600,1.015000,0.037000,0
3,83,0.469400,1.040000,0.038480,0
3,84,0.595200,0.990000,0.034040,0
3,85,0.377600,1.015000,0.035520,0
3,86,0.503400,1.040000,0.037000,0
3,87,0.629200,0.990000,0.038480,0
3,88,0.411600,1.015000,0.034040,0
3,89,0.537400,1.040000,0.035520,0
3,90,0.663200,0.990000,0.037000,0
3,91,0.445600,1.015000,0.038480,0
3,92,0.571400,1.040000,0.034040,0
3,93,0.353800,0.990000,0.035520,0
3,94,0.479600,1.015000,0.037000,0
3,95,0.605400,1.040000,0.038480,0
3,96,0.387800,0.990000,0.034040,0
3,97,0.513600,1.015000,0.035520,0
3,98,0.639400,1.040000,0.037000,0
3,99,0.421800,0.990000,0.038480,0
3,100,0.547600,1.015000,0.034040,0
3,101,0.330000,1.040000,0.035520,0
3,102,0.455800,0.990000,0.037000,0
3,103,0.581600,1.015000,0.038480,0
3,104,0.364000,1.040000,0.034040,0
3,105,0.489800,0.990000,0.035520,0
3,106,0.615600,1.015000,0.037000,0
3,107,0.398000,1.040000,0.038480,0
3,108,0.523800,0.990000,0.034040,0
3,109,0.649600,1.015000,0.035520,0
3,110,0.432000,1.040000,0.037000,0
3,111,0.557800,0.990000,0.038480,0
3,112,0.340200,1.015000,0.034040,0
3,113,0.466000,1.040000,0.035520,0
3,114,0.591800,0.990000,0.037000,0
3,115,0.374200,1.015000,0.038480,0
3,116,0.500000,1.040000,0.034040,0
3,117,0.625800,0.990000,0.035520,0
3,118,0.408200,1.015000,0.037000,0
3,119,0.534000,1.040000,0.038480,0
3,120,0.659800,0.990000,0.034040,0
3,121,0.442200,1.015000,0.035520,0
3,122,0.568000,1.040000,0.037000,0
3,123,0.350400,0.990000,0.038480,0
3,124,0.476200,1.015000,0.034040,0
3,125,0.602000,1.040000,0.035520,0
3,126,0.384400,0.990000,0.037000,0
3,127,0.510200,1.015000,0.038480,0
3,128,0.636000,1.040000,0.034040,0
3,129,0.418400,0.990000,0.035520,0
3,130,0.544200,1.015000,0.037000,0
3,131,0.670000,1.040000,0.038480,0
3,132,0.452400,0.990000,0.034040,0
3,133,0.578200,1.015000,0.035520,0
3,134,0.360600,1.040000,0.037000,0
3,135,0.486400,0.990000,0.038480,0
3,136,0.612200,1.015000,0.034040,0
3,137,0.394600,1.040000,0.035520,0
3,138,0.520400,0.990000,0.037000,0
3,139,0.646200,1.015000,0.038480,0
3,140,0.428600,1.040000,0.034040,0
3,141,0.554400,0.990000,0.035520,0
3,142,0.336800,1.015000,0.037000,0
3,143,0.462600,1.040000,0.038480,0
3,144,0.588400,0.990000,0.034040,0
4,0,0.295045,0.827782,0.034040,1
4,1,0.444396,0.882924,0.035520,1
4,2,0.575334,0.935734,0.037000,1
4,3,0.358201,0.914428,0.038480,1
4,4,0.495763,0.958215,0.034040,1
4,5,0.604564,1.011880,0.035520,1
4,6,0.407632,0.991366,0.037000,1
4,7,0.533328,1.029586,0.038480,1
4,8,0.663991,1.048034,0.034040,1
4,9,0.432000,0.990000,0.035520,0
4,10,0.557800,1.015000,0.037000,0
4,11,0.340200,1.040000,0.038480,0
4,12,0.466000,0.990000,0.034040,0
4,13,0.591800,1.015000,0.035520,0
4,14,0.374200,1.040000,0.037000,0
4,15,0.500000,0.990000,0.038480,0
4,16,0.625800,1.015000,0.034040,0
4,17,0.408200,1.040000,0.035520,0
4,18,0.534000,0.990000,0.037000,0
4,19,0.659800,1.015000,0.038480,0
4,20,0.442200,1.040000,0.034040,0
4,21,0.568000,0.990000,0.035520,0
4,22,0.350400,1.015000,0.037000,0
4,23,0.476200,1.040000,0.038480,0
4,24,0.602000,0.990000,0.034040,0
4,25,0.384400,1.015000,0.035520,0
4,26,0.510200,1.040000,0.037000,0
4,27,0.636000,0.990000,0.038480,0
4,28,0.418400,1.015000,0.034040,0
4,29,0.544200,1.040000,0.035520,0
4,30,0.670000,0.990000,0.037000,0
4,31,0.452400,1.015000,0.038480,0
4,32,0.578200,1.040000,0.034040,0
4,33,0.360600,0.990000,0.035520,0
4,34,0.486400,1.015000,0.037000,0
4,35,0.612200,1.040000,0.038480,0
4,36,0.394600,0.990000,0.034040,0
4,37,0.520400,1.015000,0.035520,0
4,38,0.646200,1.040000,0.037000,0
4,39,0.428600,0.990000,0.038480,0
4,40,0.554400,1.015000,0.034040,0
4,41,0.336800,1.040000,0.035520,0
4,42,0.462600,0.990000,0.037000,0
4,43,0.588400,1.015000,0.038480,0
4,44,0.370800,1.040000,0.034040,0
4,45,0.496600,0.990000,0.035520,0
4,46,0.622400,1.015000,0.037000,0
4,47,0.404800,1.040000,0.038480,0
4,48,0.530600,0.990000,0.034040,0
4,49,0.656400,1.015000,0.035520,0
4,50,0.438800,1.040000,0.037000,0
4,51,0.564600,0.990000,0.038480,0
4,52,0.347000,1.015000,0.034040,0
4,53,0.472800,1.040000,0.035520,0
4,54,0.598600,0.990000,0.037000,0
4,55,0.381000,1.015000,0.038480,0
4,56,0.506800,1.040000,0.034040,0
4,57,0.632600,0.990000,0.035520,0
4,58,0.415000,1.015000,0.037000,0
4,59,0.540800,1.040000,0.038480,0
4,60,0.666600,0.990000,0.034040,0
4,61,0.449000,1.015000,0.035520,0
4,62,0.574800,1.040000,0.037000,0
4,63,0.357200,0.990000,0.038480,0
4,64,0.483000,1.015000,0.034040,0
4,65,0.608800,1.040000,0.035520,0
4,66,0.391200,0.990000,0.037000,0
4,67,0.517000,1.015000,0.038480,0
4,68,0.642800,1.040000,0.034040,0
4,69,0.425200,0.990000,0.035520,0
4,70,0.551000,1.015000,0.037000,0
4,71,0.333400,1.040000,0.038480,0
4,72,0.459200,0.990000,0.034040,0
4,73,0.585000,1.015000,0.035520,0
4,74,0.367400,1.040000,0.037000,0
4,75,0.493200,0.990000,0.038480,0
4,76,0.619000,1.015000,0.034040,0
4,77,0.401400,1.040000,0.035520,0
4,78,0.527200,0.990000,0.037000,0
4,79,0.653000,1.015000,0.038480,0
4,80,0.435400,1.040000,0.034040,0
4,81,0.561200,0.990000,0.035520,0
4,82,0.343600,1.015000,0.037000,0
4,83,0.469400,1.040000,0.038480,0
4,84,0.595200,0.990000,0.034040,0
